str_no_string|¡NO STRING!
str_you_lie_stunned_for_several_minutes_then_stagger_to_your_feet_to_find_your_s10_standing_over_you_you_have_lost_the_duel|Yacéis en el suelo inconsciente varios minutos, luego os ponéis en pie tambaleante para encontrar a vuestro {s10} de pie ante vos. Habéis perdido el duelo.
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel|{s10} yace en el polvo de la arena varios minutos, luego se pone en pie tambaleante. Habéis ganado el duelo
str__this_castle_is_temporarily_under_royal_control| Este castillo se encuentra temporalmente bajo control real.
str__this_castle_does_not_seem_to_be_under_anyones_control| Este castillo no parece estar bajo el control de nadie.
str__this_town_is_temporarily_under_royal_control| Esta ciudad se encuentra temporalmente bajo control real.
str__the_townspeople_seem_to_have_declared_their_independence| La gente de la ciudad parece haberse declarado independiente.
str_to_your_husband_s11|a vuestro esposo, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate| Veis el estandarte de {vuestra esposa/vuestro esposo}, {s7}, sobre las puertas del castillo.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates| El estandarte de {vuestra esposa/vuestro esposo}, {s7}, ondea sobre las puertas del castillo.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^El señor está celebrando ahora mismo un banquete en sus salones.
str__join_the_feast| (unirse al banquete)
str_belligerent_drunk_in_s4|Borracho beligerante en {s4}
str_belligerent_drunk_not_found|No se encontró borracho beligerante
str_roughlooking_character_in_s4|Individuo de aspecto siniestro en {s4}
str_roughlooking_character_not_found|No se encontró individuo de aspecto siniestro
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. Sin embargo, os habéis distinguido lo suficiente para recibir una invitación al banquete que está celebrándose ahora en el castillo del señor.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. También recibís invitación para acudir al banquete del castillo.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} Por desgracia, {s12} sufrió heridas y tuvo que quedarse atrás.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} Además, {s12} sufrió heridas y tuvo que quedarse atrás.
str_with_the_s10|con el {s10}
str_outside_calradia|fuera de este mundo.
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|Habéis sido {acusado/acusada} de traición hacia {s7}. Vuestras propiedades han sido confiscadas y haríais bien en huir para salvar vuestra vida.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|Por orden de {s6}, {s4} de {s5} ha sido acusado de traición. Al señor se le han arrebatado todas sus propiedades, y ha huido para salvar su vida. Se rumorea que se ha exiliado {s11}
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|personas notables de {s1}, una aldea reclamada por el {s4}, han sido maltratadas por sus señores del {s3} y han solicitado protección a {s5}
str_villagers_from_s1_stole_some_cattle_from_s2|campesinos de {s1} robaron ganado de {s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|campesinos de {s1} secuestraron a una mujer de una familia prominente en {s2} para casarla con uno de sus chicos
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|campesinos de {s1} mataron a algunos granjeros de {s2} en una pelea sobre el desvío de un arroyo
str_your_new_minister_|Vuestro nuevo administrador 
str_s10_is_your_new_minister_and_|{s10} es vuestro nuevo administrador, y 
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12|Debido a la pérdida de {s10}, vuestra corte se ha trasladado a {s11}
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_|Tras la pérdida de {s10}, vuestro leal vasallo {s9} os ha invitado a su corte en {s11} 
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go|Tras la pérdida de {s11}, vuestra corte no tiene dónde ir
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly|{s8} desea informaros de que los señores de {s9} se reunirán para un banquete en sus salones de {s10}, y os invitan a formar parte de tan augusta asamblea.
str_consult_with_s11_at_your_court_in_s12|Consulta con {s11} en vuestra corte de {s12}
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years|Por corta que haya sido nuestra separación, mis ansias por veros la han hecho parecer de varios años.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again|Aunque sólo haya pasado un breve periodo desde vuestra marcha, me complace enormemente volver a veros.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_|Aunque no he recibido noticias de vos desde hace algún tiempo, tengo la seguridad de que os han retenido múltiples ocupaciones y de que vuestra ausencia no ha sido debida a que vuestras atenciones hacia mí fueran poco sinceras.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_|Confío en que os hayáis comportado como corresponde a un caballero durante nuestra larga separación. 
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again|Hace muchos días que no venís, y me gustaría mucho veros de nuevo.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me| Deberíais solicitar permiso de mi {s11} {s16}, pero no encuentro motivos para creer que él os prohíba venir a verme.
str__you_should_first_ask_her_s11_s16s_permission|. Deberíais primero pedir el permiso de su {s11} {s16}
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected| Por desgracia, como ya sabemos, mi {s11} {s16} no me permite veros. Sin embargo, creo que puedo encontrar la forma de que entréis sin ser detectado.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| Como mi {s11} {s16} ya me ha dado permiso para que vengáis a verme, espero vuestra llegada inminente.
str_visit_s3_who_was_last_at_s4s18|Visita a {s3}, que estuvo por última vez en {s4}{s18}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|Se ha ordenado a los guardias de la puerta que os permitan el paso. Tal vez sea vuestra imaginación, pero os parece que uno de ellos os guiña el ojo
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'Poneos este vestido y echaos la capucha sobre la cara. Os introduciré a escondidas en el castillo para que os encontréis con ella disfrazado de criada... los guardias no se fijarán mucho. Pero os lo ruego, por nuestro bien, ¡sed discreto!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'Esperad un rato en la fuente que hay en el exterior de los muros. Sacaré a escondidas a mi señora para que os encontréis, disfrazada de pastora. Pero os lo ruego, por nuestro bien, ¡sed discreto!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar. Sin embargo, mientras camináis de vuelta hacia vuestros aposentos, una anciana dama vestida de negro se os acerca. 'Soy la nodriza de {s11},' susurra urgentemente. 'La señora me ha pedido que os diga que ansía veros, pero que debéis esperar un poco más. La señora dice que organizar un encuentro clandestino tan pronto tras vuestra última visita sería demasiado peligroso.'
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|Los guardias os miran amenazadores, y no osáis pedirles permiso para pasar.
str_party_with_commander_mismatch__check_log_for_details_|Grupo con comandante equivocado - comprobar detalles en el log  
str_doing_political_calculations_for_s9|Haciendo cálculos políticos para {s9}
str_current_wealth_reg1|Riqueza actual: {reg1}
str_wanted_bandits_spotted_by_s4|Bandidos buscados localizados cerca de {s4}
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} dispuesto a objetar a la misión de {s3}, si está en el grupo
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Qué extraño. Ése no me parecía el típico alborotador. No bebía tanto... solía quedarse ahí, callado, y mirando la puerta. Deberíais considerar si tenéis enemigos que saben que estáis en la ciudad... Una pena que haya corrido la sangre en mi establecimiento...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|No le dejasteis que sacara su arma... Aún así, parecía que iba a mataros. Podéis coger su espada y su bolsa, supongo. Era problemático, pero no es bueno para un establecimiento que su nombre se asocie al de un lugar donde matan a gente.
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Bueno... yo diría que empezó él. Eso significa que podéis coger su espada y su bolsa, supongo. Tomad una bebida a cuenta de la casa, ya que me atrevo a decir que habéis evitado que algún cliente acabe con el cráneo partido. Aún así, espero que aún tenga pulso. No es bueno para un establecimiento que su nombre se asocie al de un lugar donde matan a gente.
str_stop_no_shooting_no_shooting|¡Basta! ¡No disparéis! ¡No disparéis!
str_em_ill_stay_out_of_this|Em... no me mezclaré en esto.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect|El {s12} es un laberinto de rivalidades y rencillas. Los señores ignoran las llamadas de sus superiores y muchos están dispuestos a desertar.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy|El {s12} se tambalea. Muchos nobles no cooperan con otros, y algunos podrían estar tentados a desertar y seguir a otro señor al que consideren más digno.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies|El {s12} es bastante sólido. Algunos señores tienen enemistades con otros, pero suelen apoyarse mutuamente contra enemigos del exterior.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe|El {s12} es una roca de estabilidad, hablando en términos políticos. Piensen lo que piensen unos de otros, los señores luchan codo con codo contra el enemigo común.
str_tribune_s12|Tribuna {s12}
str_lady_s12|Lady {s12}
str_lord_s12|Lord {s12}
str_resolve_the_dispute_between_s11_and_s12|Resolver la disputa entre {s11} y {s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|Al hacer eso, violaríais vuestra tregua. ¿Es eso lo que queréis?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|Si atacáis sin provocación, algunos de vuestros vasallos pueden consideraros demasiado beligerante. ¿Es eso lo que queréis?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|Nuestros hombres están listos para salir cuando vos ordenéis... ¿Estáis {seguro/segura} de que eso es lo que queréis?
str_seek_recognition|buscar reconocimiento
str_seek_vassalhood|buscar vasallaje
str_seek_a_truce|buscar una tregua
str__promised_fief| (feudo prometido)
str_no_fiefss12|(sin feudos){s12}
str_fiefs_s0s12|(feudos: {s0}{s12})
str_please_s65_|Por favor {s65}, 
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} también está aquí, y puede que queráis comprobar si {reg4?ella:él} se uniría a nosotros.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|Una cosa a nuestro favor es que el poder de {s12} es muy inestable. Gobierna sobre un laberinto de rivalidades y rencillas. Los señores evitan cooperar a menudo, y muchos buscarían gustosamente un líder mejor.
