trp_multiplayer_profile_troop_male|perfil tropa multijugador hombre
trp_town_6_armorer|Herrero
trp_town_8_armorer|Herrero
trp_town_9_armorer|Herrero
trp_town_12_armorer|Herrero
trp_town_16_armorer|Herrero
trp_town_17_armorer|Herrero
trp_town_18_armorer|Herrero
trp_town_19_armorer|Herrero
trp_town_20_armorer|Herrero
trp_town_23_armorer|Herrero
trp_town_24_armorer|Herrero
trp_town_25_armorer|Herrero
trp_town_26_armorer|Herrero
trp_town_27_armorer|Herrero
trp_town_30_armorer|Herrero
trp_town_31_armorer|Herrero
trp_town_32_armorer|Herrero
trp_town_33_armorer|Herrero
trp_town_34_armorer|Herrero
trp_town_35_armorer|Herrero
trp_town_36_armorer|Herrero
trp_town_38_armorer|Herrero
trp_town_40_armorer|Herrero
trp_town_41_armorer|Herrero
trp_town_42_armorer|Herrero
trp_town_44_armorer|Herrero
trp_town_45_armorer|Herrero
trp_town_46_armorer|Herrero
trp_town_47_armorer|Herrero
trp_town_48_armorer|Herrero
trp_town_49_armorer|Herrero
trp_town_50_armorer|Herrero
trp_town_51_armorer|Herrero
trp_town_52_armorer|Herrero
trp_town_1_weaponsmith|Armero
trp_town_3_weaponsmith|Armero
trp_town_6_weaponsmith|Armero
trp_town_8_weaponsmith|Armero
trp_town_9_weaponsmith|Armero
trp_town_12_weaponsmith|Armero
trp_town_16_weaponsmith|Armero
trp_town_17_weaponsmith|Armero
trp_town_18_weaponsmith|Armero
trp_town_19_weaponsmith|Armero
trp_town_20_weaponsmith|Armero
trp_town_23_weaponsmith|Armero
trp_town_24_weaponsmith|Armero
trp_town_25_weaponsmith|Armero
trp_town_26_weaponsmith|Armero
trp_town_27_weaponsmith|Armero
trp_town_30_weaponsmith|Armero
trp_town_31_weaponsmith|Armero
trp_town_32_weaponsmith|Armero
trp_town_33_weaponsmith|Armero
trp_town_34_weaponsmith|Armero
trp_town_35_weaponsmith|Armero
trp_town_36_weaponsmith|Armero
trp_town_38_weaponsmith|Armero
trp_town_40_weaponsmith|Armero
trp_town_41_weaponsmith|Armero
trp_town_42_weaponsmith|Armero
trp_town_44_weaponsmith|Armero
trp_town_45_weaponsmith|Armero
trp_town_46_weaponsmith|Armero
trp_town_47_weaponsmith|Armero
trp_town_48_weaponsmith|Armero
trp_town_49_weaponsmith|Armero
trp_town_50_weaponsmith|Armero
trp_town_51_weaponsmith|Armero
trp_town_52_weaponsmith|Armero
trp_town_1_tavernkeeper|Joffrey
trp_town_3_tavernkeeper|Rose la Doncella
trp_town_6_tavernkeeper|Hubert el Joven
trp_town_8_tavernkeeper|Alleria la Leona
trp_town_9_tavernkeeper|Lea
trp_town_12_tavernkeeper|Andalio Otherys
trp_town_16_tavernkeeper|Duncan el Mediocre
trp_town_17_tavernkeeper|Onera
trp_town_18_tavernkeeper|Jon
trp_town_19_tavernkeeper|Mayria
trp_town_20_tavernkeeper|Olyvar Arena
trp_town_23_tavernkeeper|Ser Halbert Colina
trp_town_24_tavernkeeper|Rowan
trp_town_25_tavernkeeper|Naerys la presumida
trp_town_26_tavernkeeper|Florian el Raro
trp_town_27_tavernkeeper|Brynden
trp_town_30_tavernkeeper|Selmond
trp_town_31_tavernkeeper|Mandon Nieve
trp_town_32_tavernkeeper|Emma
trp_town_33_tavernkeeper|Amy
trp_town_34_tavernkeeper|Baelor el Callado
trp_town_35_tavernkeeper|Mia la Madre
trp_town_36_tavernkeeper|Tabernero Oscuro
trp_town_38_tavernkeeper|Squek
trp_town_40_tavernkeeper|Melan de Lys
trp_town_41_tavernkeeper|Taena de Saria
trp_town_42_tavernkeeper|Hubert
trp_town_44_tavernkeeper|Illyrio el impostor
trp_town_45_tavernkeeper|Alana de Myr
trp_town_46_tavernkeeper|Alequo el Segundo
trp_town_47_tavernkeeper|Maelo el Oso
trp_town_48_tavernkeeper|Maegon el Ojo Blanco
trp_town_49_tavernkeeper|Elmer Nieve
trp_town_50_tavernkeeper|Graznon el Ghiscari
trp_town_51_tavernkeeper|Alain
trp_town_52_tavernkeeper|Aelgor el Morado
trp_town_1_merchant|Mercader
trp_town_3_merchant|Mercader
trp_town_6_merchant|Mercader
trp_town_8_merchant|Mercader
trp_town_9_merchant|Mercader
trp_town_12_merchant|Mercader
trp_town_16_merchant|Mercader
trp_town_17_merchant|Mercader
trp_town_18_merchant|Mercader
trp_town_19_merchant|Mercader
trp_town_20_merchant|Mercader
trp_salt_mine_merchant|Barezan
trp_salt_mine_merchant_pl|Barezan
trp_town_23_merchant|Mercader
trp_town_24_merchant|Mercader
trp_town_25_merchant|Mercader
trp_town_26_merchant|Mercader
trp_town_27_merchant|Mercader
trp_town_30_merchant|Mercader
trp_town_31_merchant|Mercader
trp_town_32_merchant|Mercader
trp_town_33_merchant|Mercader
trp_town_34_merchant|Mercader
trp_town_35_merchant|Mercader
trp_town_36_merchant|Mercader
trp_town_38_merchant|Mercader
trp_town_40_merchant|Mercader
trp_town_41_merchant|Mercader
trp_town_42_merchant|Mercader
trp_town_44_merchant|Mercader
trp_town_45_merchant|Mercader
trp_town_46_merchant|Mercader
trp_town_47_merchant|Mercader
trp_town_48_merchant|Mercader
trp_town_49_merchant|Mercader
trp_town_50_merchant|Mercader
trp_town_51_merchant|Mercader
trp_town_52_merchant|Mercader
trp_town_1_horse_merchant|Comerciante de Caballos
trp_town_3_horse_merchant|Comerciante de Caballos
trp_town_6_horse_merchant|Comerciante de Caballos
trp_town_8_horse_merchant|Comerciante de Caballos
trp_town_9_horse_merchant|Comerciante de Caballos
trp_town_12_horse_merchant|Comerciante de Caballos
trp_town_16_horse_merchant|Comerciante de Caballos
trp_town_17_horse_merchant|Comerciante de Caballos
trp_town_18_horse_merchant|Comerciante de Caballos
trp_town_19_horse_merchant|Comerciante de Caballos
trp_town_20_horse_merchant|Comerciante de Caballos
trp_town_23_horse_merchant|Comerciante de Caballos
trp_town_24_horse_merchant|Comerciante de Caballos
trp_town_25_horse_merchant|Comerciante de Caballos
trp_town_26_horse_merchant|Comerciante de Caballos
trp_town_27_horse_merchant|Comerciante de Caballos
trp_town_30_horse_merchant|Comerciante de Caballos
trp_town_31_horse_merchant|Comerciante de Caballos
trp_town_32_horse_merchant|Comerciante de Caballos
trp_town_33_horse_merchant|Comerciante de Caballos
trp_town_34_horse_merchant|Comerciante de Caballos
trp_town_35_horse_merchant|Comerciante de Caballos
trp_town_36_horse_merchant|Comerciante de Caballos
trp_town_38_horse_merchant|Comerciante de Caballos
trp_town_40_horse_merchant|Comerciante de Caballos
trp_town_41_horse_merchant|Comerciante de Caballos
trp_town_42_horse_merchant|Comerciante de Caballos
trp_town_44_horse_merchant|Comerciante de Caballos
trp_town_45_horse_merchant|Comerciante de Caballos
trp_town_46_horse_merchant|Comerciante de Caballos
trp_town_47_horse_merchant|Comerciante de Caballos
trp_town_48_horse_merchant|Comerciante de Caballos
trp_town_49_horse_merchant|Comerciante de Caballos
trp_town_50_horse_merchant|Comerciante de Caballos
trp_town_51_horse_merchant|Comerciante de Caballos
trp_town_52_horse_merchant|Comerciante de Caballos
trp_town_1_mayor|Maestro del Gremio Pate Bryne
trp_town_3_mayor|Maestro del Gremio Jon Ríos
trp_town_6_mayor|Maestro del Gremio Baelor Clerk
trp_town_8_mayor|Maestro del Gremio Robert Elesham
trp_town_9_mayor|Maestro del Gremio Edric Ryger
trp_town_12_mayor|Maestro del Gremio Ilarion
trp_town_16_mayor|Maestro del Gremio Devan Sturgis
trp_town_17_mayor|Maestro del Gremio Torho
trp_town_18_mayor|Maestro del Gremio Edmure Calla
trp_town_19_mayor|Maestro del Gremio Rickard Chambers
trp_town_20_mayor|Maestro del Gremio Mors de los Drinkwater
trp_town_23_mayor|Maestro del Gremio Aegor Mares
trp_town_24_mayor|Maestro del Gremio Emmon Colina
trp_town_25_mayor|Maestro del Gremio Eldon Peppers
trp_town_26_mayor|Maestro del Gremio Baelor Ríos
trp_town_27_mayor|Maestro del Gremio Terrence Colina
trp_town_30_mayor|Maestro del Gremio Andron Fossoway
trp_town_31_mayor|Maestro del Gremio Halbert Nieve
trp_town_32_mayor|Maestro del Gremio Elbert Flores
trp_town_33_mayor|Maestro del Gremio Rodrik Illers
trp_town_34_mayor|Maestro del Gremio Dagon Pyke
trp_town_35_mayor|Maestro del Gremio Jaspar Piedra
trp_town_36_mayor|Maestro del Gremio Elro
trp_town_38_mayor|Maestro del Gremio Fryan
trp_town_40_mayor|Maestro del Gremio Elmo
trp_town_41_mayor|Maestro del Gremio Cindar
trp_town_42_mayor|Maestro del Gremio Podrick el Loco
trp_town_44_mayor|Maestro del Gremio Mago el Dothraki
trp_town_45_mayor|Maestro del Gremio Alequo el Pretendiente
trp_town_46_mayor|Maestro del Gremio Toho
trp_town_47_mayor|Maestro del Gremio Voa el Bello
trp_town_48_mayor|Maestro del Gremio Maegin el Exiliado
trp_town_49_mayor|Maestro del Gremio Hubert el Westerosí
trp_town_50_mayor|Maestro del Gremio Elmer el Westerosí
trp_town_51_mayor|Maestro del Gremio Ono el Lhazareen
trp_town_52_mayor|Maestro del Gremio Peayt el Qarthene
trp_village_1_elder|Anciano de la aldea
trp_village_2_elder|Anciano de la aldea
trp_village_3_elder|Anciano de la aldea
trp_village_4_elder|Anciano de la aldea
trp_village_5_elder|Anciano de la aldea
trp_village_6_elder|Anciano de la aldea
trp_village_7_elder|Anciano de la aldea
trp_village_8_elder|Anciano de la aldea
trp_village_9_elder|Anciano de la aldea
trp_village_10_elder|Anciano de la aldea
trp_village_11_elder|Anciano de la aldea
trp_village_12_elder|Anciano de la aldea
trp_village_13_elder|Anciano de la aldea
trp_village_14_elder|Anciano de la aldea
trp_village_15_elder|Anciano de la aldea
trp_village_16_elder|Anciano de la aldea
trp_village_17_elder|Anciano de la aldea
trp_village_18_elder|Anciano de la aldea
trp_village_19_elder|Anciano de la aldea
trp_village_20_elder|Anciano de la aldea
trp_village_21_elder|Anciano de la aldea
trp_village_22_elder|Anciano de la aldea
trp_village_23_elder|Anciano de la aldea
trp_village_24_elder|Anciano de la aldea
trp_village_25_elder|Anciano de la aldea
trp_village_26_elder|Anciano de la aldea
trp_village_27_elder|Anciano de la aldea
trp_village_28_elder|Anciano de la aldea
trp_village_29_elder|Anciano de la aldea
trp_village_30_elder|Anciano de la aldea
trp_village_31_elder|Anciano de la aldea
trp_village_32_elder|Anciano de la aldea
trp_village_33_elder|Anciano de la aldea
trp_village_34_elder|Anciano de la aldea
trp_village_35_elder|Anciano de la aldea
trp_village_36_elder|Anciano de la aldea
trp_village_37_elder|Anciano de la aldea
trp_village_38_elder|Anciano de la aldea
trp_village_39_elder|Anciano de la aldea
trp_village_40_elder|Anciano de la aldea
trp_village_41_elder|Anciano de la aldea
trp_village_42_elder|Anciano de la aldea
trp_village_43_elder|Anciano de la aldea
trp_village_44_elder|Anciano de la aldea
trp_village_45_elder|Anciano de la aldea
trp_village_46_elder|Anciano de la aldea
trp_village_47_elder|Anciano de la aldea
trp_village_48_elder|Anciano de la aldea
trp_village_49_elder|Anciano de la aldea
trp_village_50_elder|Anciano de la aldea
trp_village_51_elder|Anciano de la aldea
trp_village_52_elder|Anciano de la aldea
trp_village_53_elder|Anciano de la aldea
trp_village_54_elder|Anciano de la aldea
trp_village_55_elder|Anciano de la aldea
trp_village_56_elder|Anciano de la aldea
trp_village_57_elder|Anciano de la aldea
trp_village_58_elder|Anciano de la aldea
trp_village_59_elder|Anciano de la aldea
trp_village_60_elder|Anciano de la aldea
trp_village_61_elder|Anciano de la aldea
trp_village_62_elder|Anciano de la aldea
trp_village_63_elder|Anciano de la aldea
trp_village_64_elder|Anciano de la aldea
trp_village_65_elder|Anciano de la aldea
trp_village_66_elder|Anciano de la aldea
trp_village_67_elder|Anciano de la aldea
trp_village_68_elder|Anciano de la aldea
trp_village_69_elder|Anciano de la aldea
trp_village_70_elder|Anciano de la aldea
trp_village_71_elder|Anciano de la aldea
trp_village_72_elder|Anciano de la aldea
trp_village_73_elder|Anciano de la aldea
trp_village_74_elder|Anciano de la aldea
trp_village_75_elder|Anciano de la aldea
trp_village_76_elder|Anciano de la aldea
trp_village_77_elder|Anciano de la aldea
trp_village_78_elder|Anciano de la aldea
trp_village_79_elder|Anciano de la aldea
trp_village_80_elder|Anciano de la aldea
trp_village_81_elder|Anciano de la aldea
trp_village_82_elder|Anciano de la aldea
trp_village_83_elder|Anciano de la aldea
trp_village_84_elder|Anciano de la aldea
trp_village_85_elder|Anciano de la aldea
trp_village_86_elder|Anciano de la aldea
trp_village_87_elder|Anciano de la aldea
trp_village_88_elder|Anciano de la aldea
trp_village_89_elder|Anciano de la aldea
trp_village_90_elder|Anciano de la aldea
trp_village_91_elder|Anciano de la aldea
trp_village_92_elder|Anciano de la aldea
trp_village_93_elder|Anciano de la aldea
trp_village_94_elder|Anciano de la aldea
trp_village_95_elder|Anciano de la aldea
trp_village_96_elder|Anciano de la aldea
trp_village_97_elder|Anciano de la aldea
trp_village_98_elder|Anciano de la aldea
trp_village_99_elder|Anciano de la aldea
trp_village_100_elder|Anciano de la aldea
trp_village_101_elder|Anciano de la aldea
trp_village_102_elder|Anciano de la aldea
trp_village_103_elder|Anciano de la aldea
trp_village_104_elder|Anciano de la aldea
trp_village_105_elder|Anciano de la aldea
trp_village_106_elder|Anciano de la aldea
trp_village_107_elder|Anciano de la aldea
trp_village_108_elder|Anciano de la aldea
trp_village_109_elder|Anciano de la aldea
trp_village_110_elder|Anciano de la aldea
trp_village_111_elder|Anciano de la aldea
trp_village_112_elder|Anciano de la aldea
trp_village_113_elder|Anciano de la aldea
trp_village_114_elder|Anciano de la aldea
trp_village_115_elder|Anciano de la aldea
trp_village_116_elder|Anciano de la aldea
trp_village_117_elder|Anciano de la aldea
trp_village_118_elder|Anciano de la aldea
trp_village_119_elder|Anciano de la aldea
trp_village_121_elder|Anciano de la aldea
trp_village_122_elder|Anciano de la aldea
trp_village_123_elder|Anciano de la aldea
trp_village_124_elder|Anciano de la aldea
trp_village_125_elder|Anciano de la aldea
trp_village_126_elder|Anciano de la aldea
trp_village_127_elder|Anciano de la aldea
trp_village_128_elder|Anciano de la aldea
trp_village_129_elder|Anciano de la aldea
trp_village_130_elder|Anciano de la aldea
trp_village_131_elder|Anciano de la aldea
trp_village_132_elder|Anciano de la aldea
trp_village_133_elder|Anciano de la aldea
trp_village_134_elder|Anciano de la aldea
trp_village_135_elder|Anciano de la aldea
trp_village_136_elder|Anciano de la aldea
trp_village_137_elder|Anciano de la aldea
trp_village_138_elder|Anciano de la aldea
trp_village_139_elder|Anciano de la aldea
trp_village_140_elder|Anciano de la aldea
trp_village_141_elder|Anciano de la aldea
trp_village_142_elder|Anciano de la aldea
trp_village_143_elder|Anciano de la aldea
trp_village_144_elder|Anciano de la aldea
trp_village_145_elder|Anciano de la aldea
trp_village_146_elder|Anciano de la aldea
trp_village_147_elder|Anciano de la aldea
trp_village_148_elder|Anciano de la aldea
trp_village_149_elder|Anciano de la aldea
trp_village_150_elder|Anciano de la aldea
trp_village_151_elder|Anciano de la aldea
trp_village_152_elder|Anciano de la aldea
trp_village_153_elder|Anciano de la aldea
trp_village_154_elder|Anciano de la aldea
trp_village_155_elder|Anciano de la aldea
trp_village_156_elder|Anciano de la aldea
trp_village_157_elder|Anciano de la aldea
trp_village_158_elder|Anciano de la aldea
trp_village_159_elder|Anciano de la aldea
trp_village_160_elder|Anciano de la aldea
trp_village_161_elder|Anciano de la aldea
trp_village_162_elder|Anciano de la aldea
trp_village_163_elder|Anciano de la aldea
trp_village_164_elder|Anciano de la aldea
trp_village_165_elder|Anciano de la aldea
trp_village_166_elder|Anciano de la aldea
trp_village_167_elder|Anciano de la aldea
trp_village_168_elder|Anciano de la aldea
trp_village_169_elder|Anciano de la aldea
trp_village_170_elder|Anciano de la aldea
trp_village_171_elder|Anciano de la aldea
trp_village_172_elder|Anciano de la aldea
trp_village_173_elder|Anciano de la aldea
trp_village_174_elder|Anciano de la aldea
trp_village_175_elder|Anciano de la aldea
trp_village_176_elder|Anciano de la aldea
trp_village_177_elder|Anciano de la aldea
trp_village_178_elder|Anciano de la aldea
trp_village_179_elder|Anciano de la aldea
trp_village_180_elder|Anciano de la aldea
trp_village_181_elder|Anciano de la aldea
trp_village_182_elder|Anciano de la aldea
trp_village_183_elder|Anciano de la aldea
trp_village_184_elder|Anciano de la aldea
trp_village_185_elder|Anciano de la aldea
trp_village_186_elder|Anciano de la aldea
trp_village_187_elder|Anciano de la aldea
trp_village_188_elder|Anciano de la aldea
trp_village_189_elder|Anciano de la aldea
trp_village_190_elder|Anciano de la aldea
trp_village_191_elder|Anciano de la aldea
trp_village_192_elder|Anciano de la aldea
trp_village_193_elder|Anciano de la aldea
trp_village_194_elder|Anciano de la aldea
trp_village_195_elder|Anciano de la aldea
trp_village_196_elder|Anciano de la aldea
trp_village_197_elder|Anciano de la aldea
trp_village_198_elder|Anciano de la aldea
trp_village_199_elder|Anciano de la aldea
trp_village_200_elder|Anciano de la aldea
trp_village_201_elder|Anciano de la aldea
trp_village_202_elder|Anciano de la aldea
trp_village_203_elder|Anciano de la aldea
trp_village_204_elder|Anciano de la aldea
trp_village_205_elder|Anciano de la aldea
trp_village_206_elder|Anciano de la aldea
trp_village_207_elder|Anciano de la aldea
trp_merchants_end|fin de mercaderes
trp_merchants_end_pl|fin de mercaderes
trp_local_merchant|Mercader local
trp_local_merchant_pl|Mercaderes locales
trp_tax_rebel|Campesino rebelde
trp_tax_rebel_pl|Campesinos rebeldes
trp_trainee_peasant|Campesino
trp_trainee_peasant_pl|Campesinos
trp_fugitive|Hombre nervioso
trp_fugitive_pl|Hombres nerviosos
trp_belligerent_drunk|Borracho agresivo
trp_belligerent_drunk_pl|Borrachos agresivos
trp_hired_assassin|Asesino oculto
trp_hired_assassin_pl|Asesinos ocultos
trp_fight_promoter|Personaje de aspecto rudo
trp_fight_promoter_pl|Personajes de aspecto rudo
trp_spy|Ciudadano común
trp_spy_pl|Ciudadanos comunes
trp_spy_partner|Ciudadano sin nada en especial
trp_spy_partner_pl|Ciudadanos sin nada en especial
trp_nurse_for_lady|Doncella
trp_nurse_for_lady_pl|Doncellas
trp_temporary_minister|Ministro
trp_temporary_minister_pl|Ministros
trp_runaway_girl|Prometida
trp_runaway_girl_pl|Prometida
trp_tough|Ciudad Resistente
trp_tough_pl|Ciudades resistentes
trp_tough2|Ciudad resistente
trp_tough2_pl|Ciudades resistentes
trp_swadian_crossbowman_multiplayer_ai|Swadian Longbowman
trp_swadian_crossbowman_multiplayer_ai_pl|Swadian Longbowmen
trp_swadian_infantry_multiplayer_ai|Swadian Infantry
trp_swadian_infantry_multiplayer_ai_pl|Swadian Infantry
trp_swadian_man_at_arms_multiplayer_ai|Swadian Man at Arms
trp_swadian_man_at_arms_multiplayer_ai_pl|Swadian Men at Arms
trp_vaegir_archer_multiplayer_ai|Vaegir Archer
trp_vaegir_archer_multiplayer_ai_pl|Vaegir Archers
trp_vaegir_spearman_multiplayer_ai|Vaegir Spearman
trp_vaegir_spearman_multiplayer_ai_pl|Vaegir Spearmen
trp_vaegir_horseman_multiplayer_ai|Vaegir Horseman
trp_vaegir_horseman_multiplayer_ai_pl|Vaegir Horsemen
trp_khergit_dismounted_lancer_multiplayer_ai|Khergit Dismounted Lancer
trp_khergit_dismounted_lancer_multiplayer_ai_pl|Khergit Dismounted Lancer
trp_khergit_veteran_horse_archer_multiplayer_ai|Khergit Horse Archer
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|Khergit Horse Archers
trp_khergit_lancer_multiplayer_ai|Khergit Lancer
trp_khergit_lancer_multiplayer_ai_pl|Khergit Lancers
trp_nord_veteran_multiplayer_ai|Nord Footman
trp_nord_veteran_multiplayer_ai_pl|Nord Footmen
trp_nord_scout_multiplayer_ai|Nord Scout
trp_nord_scout_multiplayer_ai_pl|Nord Scouts
trp_nord_archer_multiplayer_ai|Nord Archer
trp_nord_archer_multiplayer_ai_pl|Nord Archers
trp_rhodok_veteran_crossbowman_multiplayer_ai|Rhodok Crossbowman
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|Rhodok Crossbowmen
trp_rhodok_veteran_spearman_multiplayer_ai|Rhodok Spearman
trp_rhodok_veteran_spearman_multiplayer_ai_pl|Rhodok Spearmen
trp_rhodok_scout_multiplayer_ai|Rhodok Scout
trp_rhodok_scout_multiplayer_ai_pl|Rhodok Scouts
trp_sarranid_infantry_multiplayer_ai|Sarranid Infantry
trp_sarranid_infantry_multiplayer_ai_pl|Sarranid Infantries
trp_sarranid_archer_multiplayer_ai|Sarranid Archer
trp_sarranid_archer_multiplayer_ai_pl|Sarranid Archers
trp_sarranid_horseman_multiplayer_ai|Sarranid Horseman
trp_sarranid_horseman_multiplayer_ai_pl|Sarranid Horsemen
trp_swadian_crossbowman_multiplayer|Swadian Longbowman
trp_swadian_crossbowman_multiplayer_pl|Swadian Longbowmen
trp_swadian_infantry_multiplayer|Swadian Infantry
trp_swadian_infantry_multiplayer_pl|Swadian Infantry
trp_swadian_man_at_arms_multiplayer|Swadian Man at Arms
trp_swadian_man_at_arms_multiplayer_pl|Swadian Men at Arms
trp_vaegir_archer_multiplayer|Vaegir Archer
trp_vaegir_archer_multiplayer_pl|Vaegir Archers
trp_vaegir_spearman_multiplayer|Vaegir Spearman
trp_vaegir_spearman_multiplayer_pl|Vaegir spearman
trp_vaegir_horseman_multiplayer|Vaegir Horseman
trp_vaegir_horseman_multiplayer_pl|Vaegir Horsemen
trp_khergit_veteran_horse_archer_multiplayer|Khergit Horse Archer
trp_khergit_veteran_horse_archer_multiplayer_pl|Khergit Horse Archers
trp_khergit_lancer_multiplayer|Khergit Lancer
trp_khergit_lancer_multiplayer_pl|Khergit Lancers
trp_nord_archer_multiplayer|Nord Archer
trp_nord_archer_multiplayer_pl|Nord Archers
trp_nord_veteran_multiplayer|Nord Huscarl
trp_nord_veteran_multiplayer_pl|Nord Huscarls
trp_nord_scout_multiplayer|Nord Scout
trp_nord_scout_multiplayer_pl|Nord Scouts
trp_rhodok_veteran_crossbowman_multiplayer|Rhodok Crossbowman
trp_rhodok_veteran_crossbowman_multiplayer_pl|Rhodok Crossbowmen
trp_rhodok_sergeant_multiplayer|Rhodok Sergeant
trp_rhodok_sergeant_multiplayer_pl|Rhodok Sergeants
trp_rhodok_horseman_multiplayer|Rhodok Horseman
trp_rhodok_horseman_multiplayer_pl|Rhodok Horsemen
trp_sarranid_archer_multiplayer|Sarranid Archer
trp_sarranid_archer_multiplayer_pl|Sarranid Archers
trp_sarranid_footman_multiplayer|Sarranid Footman
trp_sarranid_footman_multiplayer_pl|Sarranid footman
trp_sarranid_mamluke_multiplayer|Sarranid Mamluke
trp_sarranid_mamluke_multiplayer_pl|Sarranid Mamluke
trp_nurse|Lady-in-Waiting
trp_quick_battle_troop_1|Rodrigo de Braganca
trp_quick_battle_troop_1_pl|Rodrigo de Braganca
trp_quick_battle_troop_2|Usiatra
trp_quick_battle_troop_2_pl|Usiatra
trp_quick_battle_troop_3|Hegen
trp_quick_battle_troop_3_pl|Hegen
trp_quick_battle_troop_4|Konrad
trp_quick_battle_troop_4_pl|Konrad
trp_quick_battle_troop_5|Sverre
trp_quick_battle_troop_5_pl|Sverre
trp_quick_battle_troop_6|Borislav
trp_quick_battle_troop_6_pl|Borislav
trp_quick_battle_troop_7|Stavros
trp_quick_battle_troop_7_pl|Stavros
trp_quick_battle_troop_8|Gamara
trp_quick_battle_troop_8_pl|Gamara
trp_quick_battle_troop_9|Aethrod
trp_quick_battle_troop_9_pl|Aethrod
trp_quick_battle_troop_10|Zaira
trp_quick_battle_troop_10_pl|Zaira
trp_quick_battle_troop_11|Argo Sendnar
trp_quick_battle_troop_11_pl|Argo Sendnar
trp_tutorial_fighter_1|Luchador novicio
trp_tutorial_fighter_1_pl|Luchadores
