str_no_string|ŽÁDNÝ TEXT!
; str__you_should_first_ask_her_s11_s16s_permission|. You should first ask her {s11} {s16}'s permission
; str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected| Alas, as we know, my {s11} {s16} will not permit me to see you. However, I believe that I can arrange a way for you to enter undetected.
; str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| As my {s11} {s16} has already granted permission for you to see me, I shall expect your imminent arrival.
; str_visit_s3_who_was_last_at_s4s18|Visit {s3}, who was last at {s4}{s18}
; str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|The guards at the gate have been ordered to allow you through. You might be imagining things, but you think one of them may have given you a wink
; str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|The guards glare at you, and you know better than to ask permission to enter. However, as you walk back towards your lodgings, an elderly lady dressed in black approaches you. 'I am {s11}'s nurse,' she whispers urgently. 'Don this dress, and throw the hood over your face. I will smuggle you inside the castle to meet her in the guise of a scullery maid -- the guards will not look too carefully. But I beg you, for all of our sakes, be discreet!
; str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|The guards glare at you, and you know better than to ask permission to enter. However, as you walk back towards your lodgings, an elderly lady dressed in black approaches you. 'I am {s11}'s nurse,' she whispers urgently. 'Wait for a while by the spring outside the walls. I will smuggle her ladyship out to meet you, dressed in the guise of a shepherdess. But I beg you, for all of our sakes, be discreet!
; str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|The guards glare at you, and you know better than to ask permission to enter. However, as you walk back towards your lodgings, an elderly lady dressed in black approaches you.^'I am {s11}'s nurse,' she whispers urgently. 'Her ladyship asks me to say that she yearns to see you, but that you should bide your time a bit. Her ladyship says that to arrange a clandestine meeting so soon after your last encounter would be too dangerous.'
; str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|The guards glare at you, and you know better than to ask permission to enter.
; str_party_with_commander_mismatch__check_log_for_details_|Party with commander mismatch - check log for details 
; str_doing_political_calculations_for_s9|Doing political calculations for {s9}
; str_current_wealth_reg1|Current wealth: {reg1}
; str_wanted_bandits_spotted_by_s4|Wanted bandits spotted by {s4}
; str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} ready to voice objection to {s3}'s mission, if in party
; str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Strange. That one didn't seem like your ordinary troublemaker. He didn't drink all that much -- he just stood there, quietly, and watched the door. You may wish to consider whether you have any enemies who know you are in town... A pity that blood had to be spilled in my establishment...
; str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|You never let him draw his weapon.... Still, it looked like he was going to kill you. Take his sword and purse, I suppose. He was trouble, but it's not good for an establishment to get a name as a place where men are killed.
; str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Well... I'd say that he started it. That entitles you to his sword and purse, I suppose. Have a drink on the house, as I daresay you've saved a patron or two a broken skull. Still, I hope he still has a pulse. It's not good for an establishment to get a name as a place where men are killed.
; str_stop_no_shooting_no_shooting|Stop! No shooting! No shooting!
; str_em_ill_stay_out_of_this|Em... I'll stay out of this.
; str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect|The {s12} is a labyrinth of rivalries and grudges. Lords ignore their liege's summons, and many are ripe to defect.
; str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy|The {s12} is shaky. Many lords do not cooperate with each other, and some might be tempted to defect to a liege that they consider more worthy.
; str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies|The {s12} is fairly solid. Some lords bear enmities for each other, but they tend to stand together against outside enemies.
; str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe|The {s12} is a rock of stability, politically speaking. Whatever the lords may think of each other, they fight as one against the common foe.
; str_tribune_s12|{s12}
; str_lady_s12|{s12}
; str_lord_s12|{s12}
; str_resolve_the_dispute_between_s11_and_s12|Resolve the dispute between {s11} and {s12}
; str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|In doing so, you will be in violation of your truce. Is that what you want?
; str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|If you attack without provocation, some of your vassals may consider you to be too warlike. Is that what you want?
; str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|Our men are ready to ride forth at your bidding... Are you sure this is what you want?
; str_seek_recognition|seek recognition
; str_seek_vassalhood|seek vassalhood
; str_seek_a_truce|seek a truce
; str__promised_fief| (promised fief)
; str_no_fiefss12|(no fiefs){s12}
; str_fiefs_s0s12|(fiefs: {s0}{s12})
; str_please_s65_|Please {s65}, 
; str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} is also being held here, and you may wish to see if {reg4?she:he} will join us.
; str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|One thing in our favor is that {s12}'s grip is very shaky. He rules over a labyrinth of rivalries and grudges. Lords often fail to cooperate, and many would happily seek a better liege.
; str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|Thankfully, {s12}'s grip is fairly shaky. Many lords do not cooperate with each other, and some might be tempted to seek a better liege.
; str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|Unfortunately, {s12}'s grip is fairly strong. Until we can shake it, we may have to look long and hard for allies.
; str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|Unfortunately, {s12}'s grip is very strong. Unless we can loosen it, it may be difficult to find allies.
; str_playername_come_to_plague_me_some_more_have_you|{playername}... Come to plague me some more, have you?
; str_ah_it_is_you_again|Ah. It is you again...
; str_well_playername|Well, {playername}
; str_flagon_of_mead|flagon of mead
; str_skin_of_kumis|skin of kumis
; str_mug_of_kvass|mug of kvass
; str_cup_of_wine|cup of wine
; str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|You intend to challenge {s13} to force {reg4?her:him} to retract an insult.
; str_youll_have_to_speak_to_me_at_some_other_time_then|You'll have to speak to me at some other time, then.
; str_this_is_no_time_for_words|This is no time for words!
; str_of_course_my_wife|Of course, my {husband/wife}.
; str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|Perhaps not. Our marriage has become a bit strained, don't you think?
; str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|Why is that, my {husband/wife}? Actually, our marriage has become such that I prefer to have a witness for all of our converations.
; str_all_right_then_what_do_you_have_to_say_out_with_it|All right then. What do you have to say? Out with it.
; str_bah__im_in_no_mood_for_whispering_in_the_corner|Bah -- I'm in no mood for whispering in the corner.
; str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|Bah. I don't like you that much. I'm not going to go plot with you in some corner.
; str_well__now_what_do_you_have_to_propose|Well -- now what do you have to propose?
; str_trying_our_hand_at_intrigue_are_we_i_think_not|Trying our hand at intrigue, are we? I think not
; str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|Hah! I trust you as a I would a serpent. I think not.
; str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|I do not like to conduct my business in the shadows, but sometimes it must be done. What do you have to say?
; str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|I would prefer to conduct our affairs out in the open.
; str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Do not take this amiss, but with you, I would prefer to conduct our affairs out in the open.
; str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|Hmm. You have piqued my interest. What do you have to say?
; str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|Em... Let's keep our affairs out in the open, for the time being.
; str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|That's sensible -- the world is full of churls who poke their noses into their betters' business. Now tell me what it is that you have to say.
; str_what_do_you_take_me_for_a_plotter|What do you take me for? A plotter?
; str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|Well, I normally like to keep things out in the open, but I'm sure someone like you would not want to talk in private unless {he/she} had a good reason. What is it?
; str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|Surely we can discuss whatever you want to discuss out here in the open, can't we?
