dlga_start:lco_conversation_end|Tady jsi.
; dlga_bartimus_master_customize:bartimus_master_customize1|Yes, gladly! King Jon Stark raised the Wolf's Den to defend the mouth of the White Knife from raiders from the sea. It was the seat of younger sons, brothers, uncles and cousins to the King in the North. Some passed the castle to their sons and grandsons, and cadet branches of House Stark have ruled the Wolf's Den. The Greystarks lasted for five hundred years, until they rose in rebellion against Winterfell.
; dlga_bartimus_master_customize1:bartimus_master_customize2|After the Greystarks, the castle switched many hands. House Flint held it for century, and House Locke for almost two. Slates, Longs, Holts and Ashwoods held the Wolf's Den, charged by Winterfell to keep the river safe. Reavers from the Three Sisters took the castle once, and made it their toehold in the north. During the wars between the North and the Vale, it was besieged by Osgood Arryn, the Old Falcon, and burned by his son, the one they called 'the Talon'. The Wolf's Den was captured by slavers from the Stepstones when Edrick Stark had grown too feeble to defend his realm. Then a long, cruel winter came that froze the White Knife. When the slavers were huddled around their fires, Edrick's great-grandson, the king they called 'Ice Eyes', took back the Wolf's Den. He stripped the slavers naked and gave them to the slaves chained up in the dungeon. They, amongst them my own ancestors, hung the slavers' entrails in the branches of the heart tree as an offering to the Old Gods.
; dlga_bartimus_master_customize2:bartimus_master_talk|A thousand years before the conquest, the Manderlys took oaths before the old gods and the new to be the Starks of Winterfell's men forever in return for protection from their enemies and the land around the Wolf's Den that became White Harbor.
; dlga_bartimus_master_talk:close_window|Goodbye.
; dlga_start:close_window.287|I have to get going.
; dlga_bartimus_introduce_2:bartimus_master_talk.1|I'm Clydas.
; dlga_bartimus_master_talk:bartimus_master_customize.1|Can you tell me about Castle Black?
; dlga_bartimus_master_customize:bartimus_master_customize1.1|Yes, gladly! Castle Black is the main stronghold of the Night's Watch.
; dlga_bartimus_master_customize1:bartimus_master_customize2.1|The Night's Watch originally raised nineteen castles along the Wall, but only three are in use now. The original main castle was the Nightfort, but for obvious... reasons, it was abandoned after the reign of the Night's King.
; dlga_bartimus_master_customize2:bartimus_master_talk.1|Other than the castle, a series of tunnels run through the Wall here, used for storing food and equipment. We've got enough space to store food for years.
; dlga_start:close_window.288|I have to get going.
dlga_start:walton_introduce_1|Co chceš?
; dlga_walton_introduce_1:walton_introduce_2|Who are you?
; dlga_walton_introduce_2:close_window|I'm Jack Bulwer, a ranger of the Night's Watch. What's it to you?
; dlga_start:close_window.289|What?
; dlga_start:walton_introduce_1.1|WHAT? WHO ARE YOU?
; dlga_walton_introduce_1:walton_introduce_2.1|ARE YOU DEAF?
; dlga_walton_introduce_2:close_window.1|SORRY, I'M DEAF!.
; dlga_start:close_window.290|WHAT?
dlga_start:walton_introduce_1.2|Ano? Co chceš?
; dlga_walton_introduce_2:close_window.2|I'm septon Cellador, an, arh, erh, humble servant of the, hmph, Seven.
; dlga_start:close_window.291|What? Arhm.
; dlga_start:walton_introduce_1.3|Yes?
; dlga_walton_introduce_2:close_window.3|I'm Hobb, the brothers call me Three-Finger. I cook the food around here, so keep on my good side, unless you want a plate full of gristle!
; dlga_start:close_window.292|What?
; dlga_start:walton_introduce_1.4|Yes?
; dlga_walton_introduce_2:close_window.4|The maester of the Shadow Tower! Now off you go, I'm busy!
; dlga_start:close_window.293|Get out of my way!
; dlga_start:walton_introduce_1.5|Yes?
; dlga_walton_introduce_2:close_window.5|SER Glendon Hewett!
; dlga_start:close_window.294|Get out of my way!
; dlga_start:walton_introduce_1.6|Yes?
; dlga_walton_introduce_2:close_window.6|Daeron. By the gods, it keeps getting colder!
; dlga_start:close_window.295|How cold can it get?!
; dlga_start:walton_introduce_1.7|Yes? Who are you? You look like a peasant!
; dlga_walton_introduce_2:close_window.7|I am Janos Slynt, Lord of Harrenhal!
; dlga_start:close_window.296|Out of my way, peasant!
; dlga_start:walton_introduce_1.8|Yes? Who are you?
; dlga_walton_introduce_1:walton_introduce_2.2|I'm {playername}.
; dlga_walton_introduce_2:close_window.8|I'm Maester Mullin, I tend the ravens and such here at the Shadow Tower. Truth be told, I do more fighting than reading these days.
; dlga_start:close_window.297|Yes?
; dlga_start:walton_introduce_1.9|Yes? Who are you?
; dlga_walton_introduce_1:walton_introduce_2.3|I'm {playername}. Who are you?
; dlga_walton_introduce_2:close_window.9|Tom Barleycorn.
; dlga_start:close_window.298|Yes?
; dlga_start:walton_introduce_1.10|Yes? Who are you?
; dlga_walton_introduce_1:walton_introduce_2.4|I might ask the same?
; dlga_walton_introduce_2:close_window.10|I'm Luke, of Longtown. Been on this here Wall since I was a wee boy.
; dlga_start:close_window.299|Yes?
; dlga_start:marlon_introduce_1|Yes?
; dlga_marlon_introduce_1:marlon_introduce_2|Who are you?
; dlga_marlon_introduce_2:close_window|I am Ser Marlon Manderly, commander of the garrison.
; dlga_start:close_window.300|What?
; dlga_walton_introduce_2:close_window.11|I'm Walton. I server Lord Bolton.
; dlga_start:close_window.301|What?
; dlga_start:tybald_introduce_1|Hmm? Yes?
; dlga_tybald_introduce_1:tybald_introduce_2|Who are you?
; dlga_tybald_introduce_2:tybald_master_talk|I'm Maester Tybald, sworn to house Bolton.
dlga_tybald_master_talk:tybald_master_customize|Můžeš mi říct něco o Boltnech?
dlga_tybald_master_customize:tybald_master_customize1|Předpokládám, že ano. Boltnové jsou starým a mocným rodem ze Severu, kteří jsou po mnoho staletí rivaly králů Severu, Starků ze Zimohradu.
; dlga_tybald_master_customize1:tybald_master_customize2|The Boltons achieved some successes against the Starks, flaying the skins of several Stark lords and hanging them in their stronghold, the Dreadfort. According to rumor, some Bolton lords even wore the flayed skins of their enemies - including the Starks - as cloaks.
; dlga_tybald_master_customize2:tybald_master_talk|Approximately a thousand years ago, the Boltons finally swore fealty to the Kings in the North and agreed to abandon their practice of flaying their enemies. However, three hundred years later the Boltons rose in rebellion against the Starks. The Stark armies besieged the Dreadfort for four years before the Boltons finally capitulated and dipped their banners once more. For many centuries the Boltons remained loyal to the Starks, although rumors persisted that they continued to flay their prisoners in secret, and maintain a hidden chamber in the Dreadfort to display the skins of their enemies.
; dlga_tybald_master_talk:close_window|Goodbye.
; dlga_start:close_window.302|I have to get going.
; dlga_start:saltpans_brother_1_introduce_1|...
; dlga_saltpans_brother_1_introduce_1:saltpans_brother_1_introduce_2|You don't talk?
; dlga_saltpans_brother_1_introduce_2:close_window|...
; dlga_start:close_window.303|...
; dlga_start:saltpans_brother_2_introduce_1|...
; dlga_saltpans_brother_2_introduce_1:saltpans_brother_2_introduce_2|Have you all taken a vow of silence?
; dlga_saltpans_brother_2_introduce_2:close_window|...
; dlga_start:close_window.304|...
; dlga_start:saltpans_elder_brother_introduce_1|Hmm? Yes?
; dlga_saltpans_elder_brother_introduce_1:saltpans_elder_brother_introduce_2|What is this place?
; dlga_saltpans_elder_brother_introduce_2:saltpans_elder_brother_master_talk|This is the septry of the Quiet Isle.
; dlga_saltpans_elder_brother_master_talk:saltpans_elder_brother_master_customize|Can you tell me about this place?
; dlga_saltpans_elder_brother_master_customize:saltpans_elder_brother_master_customize1|Yes, I would be glad to. Those who dwell here are penitents. We seek to atone for our sins through quiet contemplation, penitence and prayer. Many come to escape the horrors of war and thus I keep the worst of the news from my brothers. Our island is protected by the mud and tides, and the Mother shelters us from the ravages of the mainland.
; dlga_saltpans_elder_brother_master_customize1:saltpans_elder_brother_master_customize2|Forgive me, Elder Brother, but you do not look like a typical member of the faith How did you come to this place?
; dlga_saltpans_elder_brother_master_customize2:saltpans_elder_brother_master_talk2|You're right my friend, I have not always lived on this island. Once, I was a knight. At the Battle of the Trident, I fought for the Targaryens, and was knocked out by a blow to the head. I was left for dead, robbed of my armor, and floated into the Bay of Crabs. When I woke up, I was lying face down in the mud, and that is where my brothers found me. I was a vain man before the tides brought me here, and the Gods have seen fit to give me a second chance.
; dlga_saltpans_elder_brother_master_talk2:close_window|Often though, I am reminded of the battle. We've have had six of Rhaegars rubies wash ashore, and we're all waiting for the seventh.
; dlga_start:close_window.305|I have to get going.
; dlga_start:green_man_1_introduce_1|Hmm?
; dlga_green_man_1_introduce_1:green_man_1_introduce_2|What is this place?
; dlga_green_man_1_introduce_2:green_man_1_master_talk|This is the Isle of Faces.
; dlga_green_man_1_master_talk:green_man_1_master_customize|Can you tell me about this place? It feels strange.
; dlga_green_man_1_master_customize:green_man_1_master_customize1|At the end of the Dawn Age, following many centuries of fighting between them, this island is where the First Men and the children of the forest signed the Pact ending their wars against each other. In celebration, every weirwood on the island was given a face, so that the gods would witness the pact.
; dlga_green_man_1_master_customize1:green_man_1_master_customize2|With the signing of the Pact, the order Green Men was formed, to tend the last remaining weirwoods in the south
; dlga_green_man_1_master_customize2:green_man_1_master_talk2|Do the Old Gods truly observe the world through the faces in the weirwoods?
; dlga_green_man_1_master_talk2:close_window|That is not for me to say. Lately though, I have felt like someone was watching me. And many of my brothers have had strange dreams, of a wolf with ravens wings, flying high above the world...
; dlga_start:close_window.306|I have to get going.
; dlga_start:guardsman_alyn_introduce_1|Careful with this one, he's stark raving mad.
; dlga_guardsman_alyn_introduce_1:guardsman_alyn_introduce_2|Who is he?
; dlga_guardsman_alyn_introduce_2:close_window|Fuck if I know. Came stumbling out of the woods, raving about flesh and blood.
; dlga_start:close_window.307|Watch your face, he likes to bite.
; dlga_start:guardsman_holger_introduce_1|What?
; dlga_guardsman_holger_introduce_1:guardsman_holger_introduce_2|What is this place?
; dlga_guardsman_holger_introduce_2:close_window|It's a goldmine, what's it look like?
; dlga_start:close_window.308|I'm busy
; dlga_start:tom_introduce_1|What?
; dlga_tom_introduce_1:tom_introduce_2|Who are you
; dlga_tom_introduce_2:close_window|I'm Tom, and I'm not mad! Tell that guardsman I was just stung by a bee!
; dlga_start:close_window.309|I'm busy
; dlga_start:kyle_introduce_1|What?
; dlga_kyle_introduce_1:kyle_introduce_2|What are you doing?
; dlga_kyle_introduce_2:close_window|Bugger off.
; dlga_start:close_window.310|Go away.
; dlga_start:stoneman_introduce_1|Greetings, my friend.
; dlga_stoneman_introduce_1:stoneman_introduce_2|What is this place?
; dlga_stoneman_introduce_2:stoneman_master_talk|This is the Sorrows.
; dlga_stoneman_master_talk:stoneman_master_customize|Can you tell me about this place? It seems strange.
; dlga_stoneman_master_customize:stoneman_master_customize1|Chroyane, nicknamed the festival city, was once the richest and most splendid of the cities along the Rhoyne. Its streets were said to be made of water and its houses of gold.
