dlga_start:lco_conversation_end|Buyrun.
; dlga_village_elder_tell_mission:village_elder_pretalk|Thank you, {s0}, but we do not really need anything right now.
; dlga_start:goods_merchant_talk|{My lord/my lady}, you honour my humble shop with your presence.
; dlga_start:goods_merchant_talk.1|Welcome {s0}. What can I do for you?
; dlga_goods_merchant_pretalk:goods_merchant_talk|Anything else?
; dlga_goods_merchant_talk:goods_trade_requested|I want to buy a few items... and perhaps sell some.
; dlga_goods_trade_requested:goods_trade_completed|Sure, sure... Here, have a look at my stock...
; dlga_goods_trade_completed:goods_merchant_talk|Anything else?
; dlga_goods_merchant_talk:trade_info_request|What goods should I buy here to trade with other towns?
; dlga_goods_merchant_talk:close_window|Nothing. Thanks.
; dlga_trade_info_request:trade_info_request_2|That information can be best obtained from caravan masters and travelling merchants. If you want I can send you to the district where foreign merchants stay at when they come to the town. If you spend some time there and listen to the talk, you can learn a lot about what to buy and where to sell it.
; dlga_trade_info_request_2:close_window|Then I'll go and spend some time with these merchants.
; dlga_trade_info_request_2:goods_merchant_pretalk|I have no time for this right now.
; dlga_start:arena_intro_1.1|Good day friend. If you came to watch the tourneys you came in vain. There won't be a tourney here anytime soon.
; dlga_arena_intro_1:arena_intro_2|Tourney? So they hold the tourneys here...
; dlga_arena_intro_2:arena_intro_3|Yes. You should see this place during one of the melee fights. Everyone from the town and nearby villages comes here. The crowd becomes mad with excitement. Anyway, as I said, there won't be an event here soon, so there isn't much to see. Except, there is an official duel every now and then, and  of course we have melee fights almost every day.
; dlga_arena_intro_3:arena_training_melee_intro|Tell me about the melee fights.
; dlga_arena_training_melee_intro:arena_training_melee_intro_2|The fighters and knights get bored waiting for the next melee, so they have invented the training melee. It is a simple idea really. Fighters jump into the arena with a weapon. There are no rules, no teams. Everyone beats at each other until there is only one fighter left standing. Sounds like fun, eh?
; dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|Is there a reward?
; dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|There is, actually. Some of the wealthy townsmen offer prizes for those fighters who show great skill in the fights. If you can beat {reg1} opponents before going down, you'll earn {reg11} coins. You'll get {reg12} coins for striking down at least {reg2} opponents, {reg13} coins if you can defeat {reg3} opponents, and {reg14} coins if you can survive long enough to beat {reg4} opponents. If you can manage to be the last {man/fighter} standing, you'll earn the great prize of the fights, {reg15} coins. Sounds good, eh?
; dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|Some of the wealthy townsmen offer prizes for those fighters who show great skill in the fights. If you can beat {reg1} opponents before going down, you'll earn {reg11} coins. You'll get {reg12} coins for striking down at least {reg2} opponents, {reg13} coins if you can defeat {reg3} opponents, and {reg14} coins if you can survive long enough to beat {reg4} opponents. If you can manage to be the last {man/fighter} standing, you'll earn the great prize of the fights, {reg15} coins. Sounds good, eh?
; dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|Can I join too?
; dlga_arena_training_melee_intro_3:arena_master_melee_talk|Ha ha. You would have to be out of your mind not to. Of course. The melee fights are open to all. Actually there is going to be a fight soon. You can go and hop in if you want to.
; dlga_start:arena_master_intro_1|Hello. You seem to be new here. Care to share your name?
; dlga_arena_master_intro_1:arena_master_intro_2|I am {playername}.
; dlga_arena_master_intro_2:arena_master_pre_talk|Well met {playername}. I am the herald of the tourneys here at {s1}. Talk to me if you want to join the fights.
; dlga_start:arena_master_fight_result|.
; dlga_arena_master_fight_result:arena_master_pre_talk|Ha-ha, that's quite the bruise you're sporting. But don't worry; everybody gets trounced once in awhile. The important thing is to pick yourself up, dust yourself off and keep fighting. That's what champions do.
; dlga_arena_master_fight_result:arena_master_pre_talk.1|Hey, you managed to take down {reg8} opponents. Not bad. But that won't bring you any prize money. Now, if I were you, I would go back there and show everyone what I can do...
; dlga_arena_master_fight_result:arena_master_pre_talk.2|You put up quite a good fight there. Good moves. You definitely show promise. And you earned a prize of {reg10} coins for knocking down {reg8} opponents.
; dlga_arena_master_fight_result:arena_master_pre_talk.3|That was a good fight you put up there. You managed to take down no less than {reg8} opponents. And of course, you earned a prize money of {reg10} coins.
; dlga_arena_master_fight_result:arena_master_pre_talk.4|Your performance was amazing! You are without doubt a very skilled fighter. Not everyone can knock down {reg8} people in the fights. Of course you deserve a prize with that performance: {reg10} coins. Nice, eh?
; dlga_arena_master_fight_result:arena_master_pre_talk.5|That was damned good fighting, {playername}. You have very good moves, excellent tactics. And you earned a prize of {reg10} coins for knocking down {reg8} opponents.
; dlga_arena_master_fight_result:arena_master_pre_talk.6|Congratulations champion! Your fight there was something to remember! You managed to be the last fighter standing beating down everyone else. And of course you won the grand prize of the fights: {reg10} coins.
; dlga_start:arena_master_pre_talk|Hello {playername}. Good to see you again.
; dlga_arena_master_pre_talk:arena_master_talk|What would you like to do?
; dlga_arena_master_talk:arena_master_melee_pretalk|About the melee fights...
; dlga_arena_master_talk:arena_master_spar_teams|I would like to spar with some of my men.
; dlga_arena_master_talk:arena_master_ask_tournaments|Will there be a tourney in nearby towns soon?
; dlga_arena_master_talk:close_window|I need to leave now. Good bye.
; dlga_arena_master_spar_teams:arena_master_spar_teams_choose|Certainly. The arena is currently available. Of course, you will have to supply your own gear, which means there will be no team uniforms.  But that aside, how many teams would you like?
; dlga_arena_master_spar_teams_choose:arena_master_spar_team_one|Two.
; dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.1|Three.
; dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.2|Four.
; dlga_arena_master_spar_teams_choose:arena_master_pre_talk|Never mind. I've changed my mind.
; dlga_arena_master_spar_team_one:arena_master_spar_team_two|Team One is full. Team Two is next.
; dlga_arena_master_spar_team_one:arena_master_spar_team_one_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team One.  Which troop would you like to add?
; dlga_arena_master_spar_team_one_choose:arena_master_spar_team_one_add|{s11}. ({reg0} left.)
; dlga_arena_master_spar_team_one_add:arena_master_spar_team_one|{s11} has been added to Team One.
; dlga_arena_master_spar_team_one_choose:arena_master_spar_team_two|I am finished with Team One.  Let's move on to Team Two.
; dlga_arena_master_spar_team_one_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
; dlga_arena_master_spar_team_two:arena_master_spar_team_three|Team Two is full. Team Three is next.
; dlga_arena_master_spar_team_two:arena_master_spar_start_it_up|Team Two is full. Let the match begin!
; dlga_arena_master_spar_team_two:arena_master_spar_team_two_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Two.  Which troop would you like to add?
; dlga_arena_master_spar_team_two_choose:arena_master_spar_team_two_add|{s11}. ({reg0} left.)
; dlga_arena_master_spar_team_two_add:arena_master_spar_team_two|{s11} has been added to Team Two.
; dlga_arena_master_spar_team_two_choose:arena_master_spar_team_three|I am finished with Team Two.  Let's move on to Team Three.
; dlga_arena_master_spar_team_two_choose:arena_master_spar_start_it_up|I am finished with Team Two.  Let's begin the match.
; dlga_arena_master_spar_team_two_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
; dlga_arena_master_spar_team_three:arena_master_spar_team_four|Team Three is full. Team Four is next.
; dlga_arena_master_spar_team_three:arena_master_spar_start_it_up|Team Three is full. Let the match begin!
; dlga_arena_master_spar_team_three:arena_master_spar_team_three_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Three.  Which troop would you like to add?
; dlga_arena_master_spar_team_three_choose:arena_master_spar_team_three_add|{s11}. ({reg0} left.)
; dlga_arena_master_spar_team_three_add:arena_master_spar_team_three|{s11} has been added to Team Three.
; dlga_arena_master_spar_team_three_choose:arena_master_spar_team_four|I am finished with Team Three.  Let's move on to Team Four.
; dlga_arena_master_spar_team_three_choose:arena_master_spar_start_it_up|I am finished with Team Three.  Let's begin the match.
; dlga_arena_master_spar_team_three_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
; dlga_arena_master_spar_team_four:arena_master_spar_start_it_up|Team Four is full. Let the match begin!
; dlga_arena_master_spar_team_four:arena_master_spar_team_four_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Four.  Which troop would you like to add?
