str_no_string|AUCUNE CHAÎNE !
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|Les gardes vous observent et vous vous gardez bien de leur demander la permission d'entrer. Mais, alors que vous êtes en train de faire demi-tour, une vieille femme vêtue de noir s'approche de vous. "Je suis la nourrice de {s11}", murmure-t-elle. "Attendez près de la source, à l'extérieur des remparts. Elle vous rejoindra déguisée en bergère. Mais je vous en supplie, soyez discret !
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|Les gardes vous observent et vous vous gardez bien de leur demander la permission d'entrer. Mais, alors que vous êtes en train de faire demi-tour, une vieille femme vêtue de noir s'approche de vous.^"Je suis la nourrice de {s11}", murmure-t-elle. "Elle m'envoie vous dire qu'elle se languit de vous, mais que vous devez attendre le bon moment. Elle pense qu'il serait trop dangereux de fixer un rendez-vous clandestin si peu de temps après votre dernière rencontre".
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|Les gardes vous observent et vous vous gardez bien de leur demander la permission d'entrer.
str_party_with_commander_mismatch__check_log_for_details_|Le commandant ne correspondant pas au groupe - consultez le journal pour plus de détails 
str_doing_political_calculations_for_s9|Calculs politiques pour {s9}
str_current_wealth_reg1|Richesses actuelles : {reg1}
str_wanted_bandits_spotted_by_s4|Bandits en fuite repérés par {s4}
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} sur le point d'exprimer son objection à la mission de {s3}, si dans le groupe
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Étrange. Celui-là n'était pas comme les autres. Il n'a pas bu tant que ça... il est juste resté là, en silence, à regarder la porte. Vous pourriez vous demander si vous avez des ennemis en ville... Dommage qu'il ait fallu répandre ce sang dans mon établissement...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Vous ne lui avez même pas laissé le temps de dégainer son arme.... Mais il semblait déterminé à vous tuer. Prenez son épée et sa bourse. Certes, il cherchait les ennuis, mais ce genre d'incident n'est pas bon pour la réputation d'un établissement
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Eh bien... Pour moi, c'est lui qui a commencé. Alors, son épée et sa bourse vous reviennent, je suppose. La maison vous offre un verre, car je crois que vous avez sauvé un ou deux clients. Ceci dit, j'espère qu'il n'est pas mort. Ce genre d'incident n'est pas bon pour la réputation d'un établissement.
str_stop_no_shooting_no_shooting|Assez ! Ne tirez pas! Ne tirez pas!
str_em_ill_stay_out_of_this|Euh... Je ne m'en mêle pas.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect|{s12} est un labyrinthe de rivalités et de rancunes. Les seigneurs ignorent les ordres de leur suzerain et beaucoup sont prêts à changer de camp.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy|{s12} chancèle. Beaucoup de seigneurs se querellent, et certains risquent d'être tentés de se tourner vers un suzerain qu'ils jugent plus digne.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies|{s12} est relativement stable. Certains seigneurs ne s'aiment guère, mais continuent à se serrer les coudes face aux ennemis extérieurs.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe|{s12} est un roc de stabilité sur le plan politique. Quoi que pensent les seigneurs de leurs homologues, ils sont unis contre l'ennemi commun.
str_tribune_s12|{s12}
str_lady_s12|{s12}
str_lord_s12|{s12}
str_resolve_the_dispute_between_s11_and_s12|Résolvez la querelle entre {s11} et {s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|Ce faisant, vous violerez votre trêve. Est-ce ce que vous voulez ?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|Si vous attaquez sans avoir été provoqué, certains de vos vassaux risquent de vous considérer comme quelqu'un de belliqueux. Est-ce ce que vous voulez ?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|Nos hommes sont prêts à intervenir sur votre ordre... Est-ce vraiment ce que vous voulez ?
str_seek_recognition|chercher la reconnaissance
str_seek_vassalhood|chercher la vassalité
str_seek_a_truce|chercher une trêve
str__promised_fief| (fief promis)
str_no_fiefss12|(pas de fiefs){s12}
str_fiefs_s0s12|(fiefs : {s0}{s12})
str_please_s65_|S'il vous plaît, {s65}, 
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} se tient également ici et vous pouvez avoir envie de voir {reg4?si elle:s'il} se joindra à vous.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|Heureusement pour nous, l'emprise de {s12} est très vacillante. Il règne sur un labyrinthe de rivalités et de rancunes. Les seigneurs refusent souvent de coopérer et beaucoup chercheraient volontiers un meilleur suzerain.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|Heureusement, l'emprise de {s12} est un peu vacillante. Beaucoup de seigneurs se querellent, et certains risquent d'être tentés de se tourner vers un meilleur suzerain.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|Malheureusement, l'emprise de {s12} est forte. Si nous ne parvenons pas à la faire vaciller, nous ne risquons pas de trouver des alliés.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|Malheureusement, l'emprise de {s12} est très forte. Si nous ne parvenons pas à la desserrer, nous aurons du mal à trouver des alliés.
str_playername_come_to_plague_me_some_more_have_you|{playername}... Vous venez encore me harceler ?
str_ah_it_is_you_again|Ah ! C'est encore vous...
str_well_playername|Eh bien, {playername}
str_flagon_of_mead|coupe d'hydromel
str_skin_of_kumis|outre de kumis
str_mug_of_kvass|chope de kvass
str_cup_of_wine|gobelet de vin
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|Vous avez l'intention de défier {s13} pour l'obliger à ravaler une insulte.
str_youll_have_to_speak_to_me_at_some_other_time_then|Dans ce cas, vous allez devoir revenir plus tard.
str_this_is_no_time_for_words|Le moment est mal choisi pour discuter !
str_of_course_my_wife|Bien sûr, {mon cher/ma chère épouse}.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|Peut-être pas. Notre mariage est en proie à certaines tensions, n'est-ce pas ?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|Pourquoi cela, {cher époux/chère épouse}? En fait, notre mariage en est arrivé à un point tel que je tiens à ce qu'un témoin assiste à toutes nos conversations.
str_all_right_then_what_do_you_have_to_say_out_with_it|Très bien. Qu'avez-vous à dire ? Qu'on en finisse !
str_bah__im_in_no_mood_for_whispering_in_the_corner|Bah... Je ne suis pas d'humeur à manigancer.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|Bah ! Je n'aime pas ça. Pas question que je complote avec vous.
str_well__now_what_do_you_have_to_propose|Bon, qu'est-ce que vous proposez ?
str_trying_our_hand_at_intrigue_are_we_i_think_not|Qu'on s'essaie à l'intrigue ? Pas question.
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|Ha ! Je me méfie de vous comme d'un serpent. Pas question.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|Je déteste conduire mes affaires dans l'ombre, mais parfois on n'a pas le choix. Qu'avez-vous à dire ?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Je préférerais que nous conduisions nos affaires au grand jour.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|Ne le prenez pas mal, mais avec vous, je préférerais conduire mes affaires au grand jour.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|Hum. Vous avez éveillé mon intérêt. Qu'avez-vous à dire ?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|Hum... Conduisons nos affaires au grand jour pour le moment.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|C'est raisonnable... Le monde est plein de rustres qui fourrent leur nez dans les affaires de leurs supérieurs. Maintenant, dites ce que vous avez à dire.
str_what_do_you_take_me_for_a_plotter|Pour qui me prenez-vous ? Pour {un comploteur/une comploteuse} ?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|Eh bien, généralement, je préfère que les choses se fassent au grand jour, mais je pense que quelqu'un comme vous ne demanderait pas une conversation en privé sans avoir une bonne raison. De quoi s'agit-il ?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|Pourquoi ne pas discuter de cela au grand jour ?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|Je suis quelqu'un de droit qui n'est pas fait pour les intrigues, mais je suppose que ce que vous avez à me dire en vaut la peine. De quoi s'agit-il ?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|Pardonnez-moi, mais je ne suis pas du genre à comploter.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|Ne le prenez pas mal, mais je n'ai pas confiance en vous.
str_certainly_playername_what_is_it|Certainement, {playername}. De quoi s'agit-il ?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|Pardonnez-moi, mais je préférerais que nous discutions au grand jour.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|Ne le prenez pas mal, mais je doute que vous et moi ayons le même point de vue.
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|Vraiment ? Eh bien c'est la première fois que j'en entends parler. Sans soutien pour cette revendication, vous risquez d'avoir du mal à trouver des alliés. Mais lorsque vous jugerez bon de vous proclamer publiquement reine, ce sera pour moi un grand honneur de vous épouser.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|Oui... j'en ai entendu parler. Vous avez raison de chercher du soutien, mais je pense que vous n'êtes pas encore {prêt/prête} à vous proclamer. Cela dit, vous en êtes {seul/seule} juge, et lorsque vous vous déciderez, ce sera pour moi un grand honneur de vous épouser.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|Oui... et c'est aussi l'avis de beaucoup d'autres gens dans le royaume. Peut-être est-il temps de vous déclarer. Nous avancerons alors ensemble pour revendiquer votre trône. Et ce sera pour moi un grand honneur de vous épouser.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|Le fait que mon seigneur ait choisi {s15} comme un de nos compagnons,  me contrarie. 
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|Eh bien, pour être honnête, j'ai parfois l'impression que le {s15} a des vues sur mes droits et qu'il étend sa protection aux indignes.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|Hé. Ce que je peux dire au sujet du {s15}, c'est que sa cour est composée d'une vraie bande de vauriens.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|Eh bien, j'avoue que je me pose parfois des questions sur le discernement du {s15} au sujet de la composition de sa cour.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|Le {s15} est quelqu'un de faible qui prête trop souvent l'oreille à des conseils de mauvais aloi et offre sa protection à des gens qui m'ont causé du tort.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|J'avoue que je m'inquiète parfois sur le discernement du {s15}, en particulier au sujet de son conseil.
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|Qu'en pensez-vous ? Personnellement, j'estime que le {s15} n'est {qu'un ignoble usurpateur, flatteur/qu'une ignoble usurpatrice, flatteuse} et hypocrite.
str_well_s15_is_not_like_you_ill_say_that_much|Eh bien, {s15} n'est pas comme vous. Je n'en dirai pas plus.
str_s15_long_may_he_live|{s15} ? Longue vie à lui !
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|Il est mon suzerain. Voilà tout ce que je puis dire à ce sujet.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|Que vous êtes {l'héritier/l'héritière} légitime du trône de ce royaume ?
