dlga_start:lco_conversation_end|Ha! Vous êtes là!
; dlga_start:close_window.193|We must be close to the Wall now, we've been travelling for days!
; dlga_start:close_window.194|I heard Yoren talk about the Wall, it must be because we're close.
; dlga_start:close_window.195|When we get to the Wall, I'll talk to the knights.
; dlga_start:close_window.196|Do you know where the Wall is?
; dlga_start:close_window.197|What do you want?
; dlga_start:close_window.198|Stop bothering me.
; dlga_start:close_window.199|What do you want?
; dlga_start:close_window.200|Go away, or I'll hit you!
; dlga_start:close_window.201|What do you want?
; dlga_start:close_window.202|Go away.
; dlga_start:close_window.203|Heard it's cold up north.
; dlga_start:close_window.204|Gonna be pissing ice water when we reach the Wall.
; dlga_start:close_window.205|Plenty of game in these woods, if you know where to look.
; dlga_start:close_window.206|Never been north before.
; dlga_start:close_window.207|What?
; dlga_start:close_window.208|Bugger off.
dlga_start:jaqen_introduce_1|Un homme voit un étranger.
dlga_jaqen_introduce_1:jaqen_introduce_2|Qui êtes-vous?
dlga_jaqen_introduce_2:close_window|Un homme est Jaqen H'ghar. Et c'est tout ce qu'un homme dira.
; dlga_start:close_window.209|...
; dlga_start:close_window.210|Fuck off, or I'll knock your teeth out!
; dlga_start:close_window.211|Piss off!
; dlga_start:close_window.212|Hiss!
; dlga_start:close_window.213|Hiss!
dlga_start:yoren_introduce_1|Quoi?
dlga_yoren_introduce_1:yoren_introduce_2|Je suis {playername}.
dlga_yoren_introduce_2:yoren_introduce_3|Tant mieux pour vous.
dlga_yoren_introduce_3:yoren_introduce_4|Hum, oui ... Que faites-vous des gens qui sont ici?
dlga_yoren_introduce_4:yoren_master_talk|Je les emmène au Mur, pour rejoindre la Garde de Nuit.
dlga_yoren_master_talk:yoren_master_customize|Pouvez-vous me parler de la Garde de Nuit?
dlga_yoren_master_customize:yoren_master_talk|Notre ordre est le plus ancien dans tout Westeros. Nous gardons le Mur contre les dangers qui se cachent au-delà.
dlga_yoren_master_talk:close_window|Au revoir.
; dlga_start:close_window.214|We're packing up camp. Too many soldiers in these parts.
dlga_start:mandon_moore_introduce_1|Vous êtes en présence de sa Grâce, la Reine régente. Faites preuve de respect.
dlga_mandon_moore_introduce_1:mandon_moore_introduce_2|Mais, je ne veux pas lui manquer de respect.
dlga_mandon_moore_introduce_2:close_window|Bien.
; dlga_start:close_window.215|The Queen Regent is busy. Do not disturb her.
dlga_start:joy_hill_introduce_1|oui?
dlga_joy_hill_introduce_1:joy_hill_introduce_2|Bonjour ma dame, pourrais-je avoir le plaisir de savoir qui vous êtes?
dlga_joy_hill_introduce_2:joy_hill_master_talk|Je suis Joy Hill, la fille naturelle de Gerion Lannister. Oncle Tywin me permet de vivre ici dans Casterly Rock.
dlga_joy_hill_master_talk:joy_hill_master_customize|Pouvez-vous m'en dire plus sur Tywin Lannister?
dlga_joy_hill_master_customize:joy_hill_master_customize1|Il est le Seigneur suprême de la Westerlands et la Main du Roi. Dans sa jeunesse, il a détruit les maisons rebelles de Reyne et Tarbeck. Je suis sûr que vous avez entendu la chanson qu'un chanteur lui a dédiée, Les Pluies de Castamere.
dlga_joy_hill_master_customize1:joy_hill_master_customize2|Tante Genna dit qu'elle le vit sourire ce jour. J'aurais aimé voir ça. La plupart des gens ont peur de l'oncle Tywin, mais il a toujours été gentil avec moi, surtout après la disparition de mon père. Il m'a apporté une émeraude qui appartenait à la princesse Targaryen, Rhaenyra, elle était la mère d'Aegon Dragonbane.
dlga_joy_hill_master_customize2:joy_hill_master_talk|Tante Genna m'a dit qu'il cherche un héritier de sang royal pour me marier... Je serais contentent de vivre ici pour le reste de ma vie, cousin Jaime et  cousin Tyrion me manqueront, ils étaient toujours gentils avec moi.
dlga_joy_hill_master_talk:close_window|Je suis sûr que vous allez épouser un homme très gentil, ma dame.
; dlga_start:close_window.216|Don't let me bother you. Aunt Genna says I have to be less conspicuous.
dlga_start:creylen_introduce_1|Oui?
dlga_creylen_introduce_1:creylen_introduce_2|Salutations. Puis-je savoir qui vous êtes?
dlga_creylen_introduce_2:creylen_master_talk|Je suis Maestre Creylen, un serviteur de la maison Lannister.
dlga_creylen_master_talk:creylen_master_customize|Que pouvez-vous me dire au sujet Casterly Rock?
dlga_creylen_master_customize:creylen_master_talk|Selon la légende, Casterly Rock a été construit par les Casterlys. Au cours de l'Age des Héros, Lann le Clever les a expulsés de leur château, et se l'est approprié. Il assiégea les Rois de la Roche jusqu'à sa conquête, depuis c'est devenu et resté le siège des Gardes de l'Ouest. Au cours de la  Rébellion des Blackfyre, le seigneur Leo Lefford a été tué par Quentyn Ball devant les portes de Lannisport. C'est cet évènement dramatique qui a provoqué le siège du Rocher. Lorsque le Lion Gris est sorti pour le provoquer en duel, il a été repoussé à l'intérieur, mais Quentyn Ball a été incapable de prendre le château.
dlga_creylen_master_talk:close_window|Au revoir.
; dlga_start:close_window.217|Excuse me, {playername}, I have to attend to the ravens.
dlga_start:benedict_broom_introduce_1|oui?
dlga_benedict_broom_introduce_1:benedict_broom_introduce_2|Salutations. Qui êtes-vous?
dlga_benedict_broom_introduce_2:benedict_broom_master_talk|Je suis Ser Benedict Broom, le maître d'armes de Casterly Rock.
dlga_benedict_broom_master_talk:benedict_broom_master_customize|Pouvez-vous me parler du Westerlands?
dlga_benedict_broom_master_customize:benedict_broom_master_talk|Je veux bien. Le Westerlands est l'une des régions des Sept Royaumes, elle est gouvernée par la maison Lannister. Elle est bordée par le Bief, le Riverlands et le Crownlands. Bien que cette région soit relativement petite, comparée au Nord et au Bief, elle est une des maisons les plus riches en mines d'or et d'argent de tout Westeros, rendant le Westerlands la région la plus riche incontestablement des Sept Royaumes.
dlga_benedict_broom_master_talk:close_window|Merci pour votre temps.
; dlga_start:close_window.218|I'm afraid I have to get going. I have to drill the squires.
dlga_start:whitesmile_wat_introduce_1|Oui?
dlga_whitesmile_wat_introduce_1:whitesmile_wat_introduce_2|Bonjour. Etes-vous le chanteur de la cour?
dlga_whitesmile_wat_introduce_2:whitesmile_wat_master_talk|Bien sur! Je suis le seul chanteur à la cour!
dlga_whitesmile_wat_master_talk:whitesmile_wat_master_customize|Pouvez-vous me chanter une chanson?
dlga_whitesmile_wat_master_customize:whitesmile_wat_master_customize1|Pourquoi! Permettez-moi de prendre ma harpe!
dlga_whitesmile_wat_master_customize1:whitesmile_wat_master_customize2|Douce Mère, déesse de la miséricorde, sauvez nos enfants de la guerre, nous vous adorons. Brisez les épées et déviez les flèches, donnez leur des jours meilleurs.
dlga_whitesmile_wat_master_customize2:whitesmile_wat_master_customize3|Douce Mère, force des femmes, aidez nos filles à travers ces ténèbres. Apaisez la colère et domptez la fureur, enseignez nous la bonté.!
dlga_whitesmile_wat_master_customize3:whitesmile_wat_master_talk1|Douce Mère, déesse de la miséricorde, sauvez nos enfants de la guerre, nous vous adorons. Brisez les épées et déviez les flèches, donnez leur des jours meilleurs.
dlga_whitesmile_wat_master_talk1:close_window|C'était excellent. Prenez cette pièce pour votre peine.
dlga_whitesmile_wat_master_talk:close_window|Au revoir.
; dlga_start:close_window.219|I'm afraid I have to attend to the lady Genna now. She is not one to be kept waiting.
dlga_start:rolph_spicer_introduce_1|Je suis occupé, précisez vos affaires.
dlga_rolph_spicer_introduce_1:rolph_spicer_introduce_2|Salutations. Êtes-vous le châtelain?
dlga_rolph_spicer_introduce_2:rolph_spicer_master_talk|Oui, c'est moi. Je suis Ser Rolph Spicer, ne l'oubliez pas.
dlga_rolph_spicer_master_talk:rolph_spicer_master_customize|Pouvez-vous me raconter l'histoire de la maison Westerling?
dlga_rolph_spicer_master_customize:rolph_spicer_master_talk|Avec plaisir. Les Westerlings sont une maison très ancienne, ils peuvent remonter leur ascendance jusqu'à l'Age des Héros, Maegor Targaryen, celui qu'on appelait "le Cruel", a épousé une Westerling. Cependant, à vrai dire, les Westerlings ne sont pas aussi répandues qu'autrefois.
dlga_rolph_spicer_master_talk:close_window|Merci pour votre temps.
; dlga_start:close_window.220|I have important matters that require my attention.
dlga_start:rufus_leek_introduce_1|Oui?
dlga_rufus_leek_introduce_1:rufus_leek_introduce_2|Salutations. Qui êtes-vous?
dlga_rufus_leek_introduce_2:rufus_leek_master_talk|Je suis Ser Rufus Leek, le châtelain de Fort Dun, le donjon surplombant Duskendale.
dlga_rufus_leek_master_talk:rufus_leek_master_customize|Pouvez-vous me parler de Duskendale?
dlga_rufus_leek_master_customize:rufus_leek_master_customize1|Duskendale fut un temps gouverné par la maison Darklyn, une  maison ancienne qui remonte jusqu'à l'Age des Héros, au cours de laquelle ils ont été des petits rois. Pendant le règne des rois Targaryen, la ville a été l'un des port commerciaux pour les navires en partance pour le Val et Braavos. Le règne des Darklyns a pris fin avec le défi que...
dlga_rufus_leek_master_customize1:rufus_leek_master_customize2|Seigneur Denys avait épousé une séductrice des Cités Libres. Il paraît qu'elle a rempli l'oreille de son mari avec du poison, ce qui a finalement conduit à sa rébellion contre les Targaryens, et a rédigé une chose assez stupide, une nouvelle charte de la ville. Quand le Roi Fou est venu pour gérer cette affaire, le Seigneur Denys fut emprisonné dans le Fort Dun.
dlga_rufus_leek_master_customize2:rufus_leek_master_customize3|Seigneur Tywin, la Main du Roi d'Aerys, descendit à la ville avec une puissante armée, mais seigneur Denys a menacé de pendre le roi si Tywin essayait de prendre d'assaut les murs. En fin de compte, Barristan le Téméraire réussit à se faufiler dans la ville et à en faire s'échapper le roi, en même temps, il réussit à tuer Ser Symon Hollard.
dlga_rufus_leek_master_customize3:rufus_leek_master_customize4|Une fois son otage disparu, seigneur Denys ouvrit les portes de la ville et implora le pardon. On ne lui fit aucune pitié. Lui, et toute sa famille furent exécutés. Dame Serala, reconnue comme la responsable de cette misère, fut brûlée vive, mais avant cela, on lui trancha sa langue avec des tenailles chauffée à blanc... cette langue qui lui avait permis d'asservir son mari.
dlga_rufus_leek_master_customize4:rufus_leek_master_talk|Quelle histoire horrible!
dlga_rufus_leek_master_talk:close_window|Au revoir.
; dlga_start:close_window.221|I'm afraid I have no time to talk, with all the commotion going on in the city.
dlga_start:genna_lannister_introduce_1|Oui?
dlga_genna_lannister_introduce_1:genna_lannister_introduce_2|Je vous salue, ma dame. Puis-je avoir l'honneur de savoir à qui je m'adresse?
dlga_genna_lannister_introduce_2:genna_lannister_master_talk|Je suis dame Genna Lannister, et cet espèce d'épouvantail est mon mari, Emmon.
dlga_genna_lannister_master_talk:genna_lannister_master_customize|Ma dame, c'est un honneur. Votre beauté est connue dans tout le pays!
dlga_genna_lannister_master_customize:genna_lannister_master_customize1|Hmph!, vous êtes un hâbleur? Eh bien, je vois que la flatterie est votre gagne pain. Etes-vous trop lâches pour dire la vérité?
dlga_genna_lannister_master_customize1:genna_lannister_master_customize2|Mais, pour moi, toujours dire la vérité est la marque d'un fou, surtout lorsque la personne à qui l'on s'adresse est la sœur cadette de Tywin Lannister.
dlga_genna_lannister_master_customize2:close_window|Ha! Oh très bien, {playername}Je vous remercie pour votre compliment.
dlga_genna_lannister_master_talk:close_window|Au revoir.
; dlga_start:close_window.222|I'm afraid I have no time to talk, I have to make sure Joy does not annoy Septon Umfred.
dlga_start:emmon_frey_introduce_1|Qu'est ce que c'est?
dlga_emmon_frey_introduce_1:emmon_frey_introduce_2|Bonjour, je suis {playername}. Etes-vous Ser Emmon?
dlga_emmon_frey_introduce_2:emmon_frey_master_talk|Je suis. Ser Emmon Frey, deuxième fils de Walder Frey, Seigneur du Passage.
dlga_emmon_frey_master_talk:emmon_frey_master_customize|Que faites-vous ici à Casterly Rock? Je pensais que les Frey avaient juré allégeance à Robb Stark?
dlga_emmon_frey_master_customize:emmon_frey_master_customize1|Hmph! Ce ne sont que des menteurs ignobles. Mon père ne se serait jamais compromis avec un traître. Ce ne sont que des rumeurs. Tous les jours, nous allons entendre dire que les hommes de mon pères ont rejoint Tywins.
dlga_emmon_frey_master_customize1:emmon_frey_master_customize2|Oui, j'en suis sûr... un homme comme Walder Frey n'aurait jamais rejoint le camp des vainqueurs, ou attendre que le combat cesse afin de se concilier avec les vainqueurs...
dlga_emmon_frey_master_customize2:close_window|Oui! Vous avez tout à fait raison! Mon père est un homme d'honneur!
dlga_emmon_frey_master_talk:close_window|Au revoir!.
; dlga_start:close_window.223|I have no time to talk, my wife is requiring my attention.
dlga_start:polliver_introduce_1|Oui?
dlga_polliver_introduce_1:polliver_introduce_2|Qui êtes-vous?
dlga_polliver_introduce_2:close_window|Je suis Polliver, l'un des hommes de Ser Gregors.
dlga_start:close_window.224|Quoi?
dlga_start:chiswyck_introduce_1|Oui?
dlga_chiswyck_introduce_1:chiswyck_introduce_2|Qui êtes-vous?
; dlga_chiswyck_introduce_2:close_window|Addam Grafton, at your service.
dlga_start:close_window.225|Pardon, excusez-moi.
; dlga_start:close_window.226|We're not supposed to talk while on guard.
; dlga_start:close_window.227|What?
; dlga_start:close_window.228|We're not supposed to talk while on guard.
dlga_start:close_window.229|Quoi?
; dlga_chiswyck_introduce_2:close_window.1|SER Gwayne Gaunt, of House Gaunt! We're a proud house, with a long and illustrious history! Why, my cousin, thrice-removed, was the nephew of Ser Gwayne Gaunt, of the kingsguard!
