trp_multiplayer_profile_troop_male|Profil multi-joueurs homme
trp_village_40_elder|Ancien du village
trp_village_41_elder|Ancien du village
trp_village_42_elder|Ancien du village
trp_village_43_elder|Ancien du village
trp_village_44_elder|Ancien du village
trp_village_45_elder|Ancien du village
trp_village_46_elder|Ancien du village
trp_village_47_elder|Ancien du village
trp_village_48_elder|Ancien du village
trp_village_49_elder|Ancien du village
trp_village_50_elder|Ancien du village
trp_village_51_elder|Ancien du village
trp_village_52_elder|Ancien du village
trp_village_53_elder|Ancien du village
trp_village_54_elder|Ancien du village
trp_village_55_elder|Ancien du village
trp_village_56_elder|Ancien du village
trp_village_57_elder|Ancien du village
trp_village_58_elder|Ancien du village
trp_village_59_elder|Ancien du village
trp_village_60_elder|Ancien du village
trp_village_61_elder|Ancien du village
trp_village_62_elder|Ancien du village
trp_village_63_elder|Ancien du village
trp_village_64_elder|Ancien du village
trp_village_65_elder|Ancien du village
trp_village_66_elder|Ancien du village
trp_village_67_elder|Ancien du village
trp_village_68_elder|Ancien du village
trp_village_69_elder|Ancien du village
trp_village_70_elder|Ancien du village
trp_village_71_elder|Ancien du village
trp_village_72_elder|Ancien du village
trp_village_73_elder|Ancien du village
trp_village_74_elder|Ancien du village
trp_village_75_elder|Ancien du village
trp_village_76_elder|Ancien du village
trp_village_77_elder|Ancien du village
trp_village_78_elder|Ancien du village
trp_village_79_elder|Ancien du village
trp_village_80_elder|Ancien du village
trp_village_81_elder|Ancien du village
trp_village_82_elder|Ancien du village
trp_village_83_elder|Ancien du village
trp_village_84_elder|Ancien du village
trp_village_85_elder|Ancien du village
trp_village_86_elder|Ancien du village
trp_village_87_elder|Ancien du village
trp_village_88_elder|Ancien du village
trp_village_89_elder|Ancien du village
trp_village_90_elder|Ancien du village
trp_village_91_elder|Ancien du village
trp_village_92_elder|Ancien du village
trp_village_93_elder|Ancien du village
trp_village_94_elder|Ancien du village
trp_village_95_elder|Ancien du village
trp_village_96_elder|Ancien du village
trp_village_97_elder|Ancien du village
trp_village_98_elder|Ancien du village
trp_village_99_elder|Ancien du village
trp_village_100_elder|Ancien du village
trp_village_101_elder|Ancien du village
trp_village_102_elder|Ancien du village
trp_village_103_elder|Ancien du village
trp_village_104_elder|Ancien du village
trp_village_105_elder|Ancien du village
trp_village_106_elder|Ancien du village
trp_village_107_elder|Ancien du village
trp_village_108_elder|Ancien du village
trp_village_109_elder|Ancien du village
trp_village_110_elder|Ancien du village
trp_village_111_elder|Ancien du village
trp_village_112_elder|Ancien du village
trp_village_113_elder|Ancien du village
trp_village_114_elder|Ancien du village
trp_village_115_elder|Ancien du village
trp_village_116_elder|Ancien du village
trp_village_117_elder|Ancien du village
trp_village_118_elder|Ancien du village
trp_village_119_elder|Ancien du village
trp_village_121_elder|Ancien du village
trp_village_122_elder|Ancien du village
trp_village_123_elder|Ancien du village
trp_village_124_elder|Ancien du village
trp_village_125_elder|Ancien du village
trp_village_126_elder|Ancien du village
trp_village_127_elder|Ancien du village
trp_village_128_elder|Ancien du village
trp_village_129_elder|Ancien du village
trp_village_130_elder|Ancien du village
trp_village_131_elder|Ancien du village
trp_village_132_elder|Ancien du village
trp_village_133_elder|Ancien du village
trp_village_134_elder|Ancien du village
trp_village_135_elder|Ancien du village
trp_village_136_elder|Ancien du village
trp_village_137_elder|Ancien du village
trp_village_138_elder|Ancien du village
trp_village_139_elder|Ancien du village
trp_village_140_elder|Ancien du village
trp_village_141_elder|Ancien du village
trp_village_142_elder|Ancien du village
trp_village_143_elder|Ancien du village
trp_village_144_elder|Ancien du village
trp_village_145_elder|Ancien du village
trp_village_146_elder|Ancien du village
trp_village_147_elder|Ancien du village
trp_village_148_elder|Ancien du village
trp_village_149_elder|Ancien du village
trp_village_150_elder|Ancien du village
trp_village_151_elder|Ancien du village
trp_village_152_elder|Ancien du village
trp_village_153_elder|Ancien du village
trp_village_154_elder|Ancien du village
trp_village_155_elder|Ancien du village
trp_village_156_elder|Ancien du village
trp_village_157_elder|Ancien du village
trp_village_158_elder|Ancien du village
trp_village_159_elder|Ancien du village
trp_village_160_elder|Ancien du village
trp_village_161_elder|Ancien du village
trp_village_162_elder|Ancien du village
trp_village_163_elder|Ancien du village
trp_village_164_elder|Ancien du village
trp_village_165_elder|Ancien du village
trp_village_166_elder|Ancien du village
trp_village_167_elder|Ancien du village
trp_village_168_elder|Ancien du village
trp_village_169_elder|Ancien du village
trp_village_170_elder|Ancien du village
trp_village_171_elder|Ancien du village
trp_village_172_elder|Ancien du village
trp_village_173_elder|Ancien du village
trp_village_174_elder|Ancien du village
trp_village_175_elder|Ancien du village
trp_village_176_elder|Ancien du village
trp_village_177_elder|Ancien du village
trp_village_178_elder|Ancien du village
trp_village_179_elder|Ancien du village
trp_village_180_elder|Ancien du village
trp_village_181_elder|Ancien du village
trp_village_182_elder|Ancien du village
trp_village_183_elder|Ancien du village
trp_village_184_elder|Ancien du village
trp_village_185_elder|Ancien du village
trp_village_186_elder|Ancien du village
trp_village_187_elder|Ancien du village
trp_village_188_elder|Ancien du village
trp_village_189_elder|Ancien du village
trp_village_190_elder|Ancien du village
trp_village_191_elder|Ancien du village
trp_village_192_elder|Ancien du village
trp_village_193_elder|Ancien du village
trp_village_194_elder|Ancien du village
trp_village_195_elder|Ancien du village
trp_village_196_elder|Ancien du village
trp_village_197_elder|Ancien du village
trp_village_198_elder|Ancien du village
trp_village_199_elder|Ancien du village
trp_village_200_elder|Ancien du village
trp_village_201_elder|Ancien du village
trp_village_202_elder|Ancien du village
trp_village_203_elder|Ancien du village
trp_village_204_elder|Ancien du village
trp_village_205_elder|Ancien du village
trp_village_206_elder|Ancien du village
trp_village_207_elder|Ancien du village
; trp_village_208_elder|Village Elder
; trp_village_209_elder|Village Elder
; trp_village_210_elder|Village Elder
; trp_village_211_elder|Village Elder
; trp_village_212_elder|Village Elder
; trp_village_213_elder|Village Elder
trp_merchants_end|fin des marchands
trp_merchants_end_pl|fin des marchands
trp_local_merchant|Marchand local
trp_local_merchant_pl|Marchands locaux
trp_tax_rebel|Paysan rebelle
trp_tax_rebel_pl|Paysans rebelles
trp_trainee_peasant|Paysan
trp_trainee_peasant_pl|Paysans
trp_fugitive|Homme nerveux
trp_fugitive_pl|Hommes nerveux
trp_belligerent_drunk|Soûlard agressif 
trp_belligerent_drunk_pl|Soûlards agressifs 
trp_hired_assassin|Tueur à gage
trp_hired_assassin_pl|Tueurs à gage
trp_fight_promoter|Personnage rêche
trp_fight_promoter_pl|Personnages rêches
trp_spy|Citadin ordinaire
trp_spy_pl|Citadins ordinaires
trp_spy_partner|Citadin banal
trp_spy_partner_pl|Citadins banals
trp_nurse_for_lady|Demoiselle d'honneur
trp_nurse_for_lady_pl|Demoiselles d'honneur
trp_temporary_minister|Ministre
trp_temporary_minister_pl|Ministre
; trp_runaway_girl|Bride-to-be
; trp_runaway_girl_pl|Bride-to-be
trp_tough|Ville Tough
trp_tough_pl|Villes Toughs
trp_tough2|Ville Tough
trp_tough2_pl|Villes Toughs
trp_swadian_crossbowman_multiplayer_ai|Archer long Swadien
trp_swadian_crossbowman_multiplayer_ai_pl|Archers longs Swadiens
trp_swadian_infantry_multiplayer_ai|Infanterie Swadienne
trp_swadian_infantry_multiplayer_ai_pl|Infanteries Swadiennes
trp_swadian_man_at_arms_multiplayer_ai|Homme d'arme Swadien
trp_swadian_man_at_arms_multiplayer_ai_pl|Hommes d'arme Swadiens
trp_vaegir_archer_multiplayer_ai|Archer Vaegir
trp_vaegir_archer_multiplayer_ai_pl|Archers Vaegirs
trp_vaegir_spearman_multiplayer_ai|Lancier Vaegir
trp_vaegir_spearman_multiplayer_ai_pl|Lanciers Vaegirs
trp_vaegir_horseman_multiplayer_ai|Cavalier Vaegir
trp_vaegir_horseman_multiplayer_ai_pl|Cavaliers Vaegirs
trp_khergit_dismounted_lancer_multiplayer_ai|Lancier à pied Khergit
trp_khergit_dismounted_lancer_multiplayer_ai_pl|Lanciers à pied Khergits
trp_khergit_veteran_horse_archer_multiplayer_ai|Archer monté Khergit
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|Archers montés Khergit
trp_khergit_lancer_multiplayer_ai|Lancier monté Khergit
trp_khergit_lancer_multiplayer_ai_pl|Lanciers montés Khergits
trp_nord_veteran_multiplayer_ai|Fantassin Nordique
trp_nord_veteran_multiplayer_ai_pl|Fantassins Nordiques
trp_nord_scout_multiplayer_ai|Éclaireur Nordique
trp_nord_scout_multiplayer_ai_pl|Éclaireurs Nordiques
trp_nord_archer_multiplayer_ai|Archer Nordique
trp_nord_archer_multiplayer_ai_pl|Archers Nordiques
trp_rhodok_veteran_crossbowman_multiplayer_ai|Arbalétrier Rhodok
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|Arbalétriers Rhodoks
trp_rhodok_veteran_spearman_multiplayer_ai|Lancier Rhodok
trp_rhodok_veteran_spearman_multiplayer_ai_pl|Lanciers Rhodoks
trp_rhodok_scout_multiplayer_ai|Éclaireur Rhodok
trp_rhodok_scout_multiplayer_ai_pl|Éclaireurs Rhodoks
trp_sarranid_infantry_multiplayer_ai|Infanterie Sarranide
trp_sarranid_infantry_multiplayer_ai_pl|Infanteries Sarranides
trp_sarranid_archer_multiplayer_ai|Archer Sarranide
trp_sarranid_archer_multiplayer_ai_pl|Archers Sarranides
trp_sarranid_horseman_multiplayer_ai|Cavalier Sarranide
trp_sarranid_horseman_multiplayer_ai_pl|Cavaliers Sarranides
trp_swadian_crossbowman_multiplayer|Archer long Swadien
trp_swadian_crossbowman_multiplayer_pl|Archers longs Swadiens
trp_swadian_infantry_multiplayer|Infanterie Swadienne
trp_swadian_infantry_multiplayer_pl|Infanteries Swadiennes
trp_swadian_man_at_arms_multiplayer|Homme d'arme Swadien
trp_swadian_man_at_arms_multiplayer_pl|Hommes d'arme Swadiens
trp_vaegir_archer_multiplayer|Archer Vaegir
trp_vaegir_archer_multiplayer_pl|Archers Vaegirs
trp_vaegir_spearman_multiplayer|Lancier Vaegir
trp_vaegir_spearman_multiplayer_pl|Lanciers Vaegirs
trp_vaegir_horseman_multiplayer|Cavalier Vaegir
trp_vaegir_horseman_multiplayer_pl|Cavaliers Vaegirs
trp_khergit_veteran_horse_archer_multiplayer|Archer monté Khergit
trp_khergit_veteran_horse_archer_multiplayer_pl|Archers montés Khergit
trp_khergit_lancer_multiplayer|Lancier Khergit
trp_khergit_lancer_multiplayer_pl|Lanciers Khergits
trp_nord_archer_multiplayer|Archer Nordique
trp_nord_archer_multiplayer_pl|Archers Nordiques
trp_nord_veteran_multiplayer|Huscarl Nordique
trp_nord_veteran_multiplayer_pl|Huscarls Nordiques
trp_nord_scout_multiplayer|Éclaireur Nordique
trp_nord_scout_multiplayer_pl|Éclaireurs Nordiques
trp_rhodok_veteran_crossbowman_multiplayer|Arbalétrier Rhodok
trp_rhodok_veteran_crossbowman_multiplayer_pl|Arbalétriers Rhodoks
trp_rhodok_sergeant_multiplayer|Sergent Rhodok
trp_rhodok_sergeant_multiplayer_pl|Sergents Rhodoks
trp_rhodok_horseman_multiplayer|Cavalier Rhodok
trp_rhodok_horseman_multiplayer_pl|Cavaliers Rhodoks
trp_sarranid_archer_multiplayer|Archer Sarranide
trp_sarranid_archer_multiplayer_pl|Archers Sarranides
trp_sarranid_footman_multiplayer|Fantassin Sarranide
trp_sarranid_footman_multiplayer_pl|Fantassins Sarranides
trp_sarranid_mamluke_multiplayer|Mamelouk Sarranide
trp_sarranid_mamluke_multiplayer_pl|Mamelouks Sarranides
trp_nurse|Demoiselle d'honneur
trp_quick_battle_troop_1|Rodrigo de Braganca
trp_quick_battle_troop_1_pl|Rodrigo de Braganca
trp_quick_battle_troop_2|Usiatra
trp_quick_battle_troop_2_pl|Usiatra
trp_quick_battle_troop_3|Hegen
trp_quick_battle_troop_3_pl|Hegen
trp_quick_battle_troop_4|Konrad
trp_quick_battle_troop_4_pl|Konrad
trp_quick_battle_troop_5|Sverre
trp_quick_battle_troop_5_pl|Sverre
trp_quick_battle_troop_6|Borislav
trp_quick_battle_troop_6_pl|Borislav
trp_quick_battle_troop_7|Stavros
trp_quick_battle_troop_7_pl|Stavros
trp_quick_battle_troop_8|Gamara
trp_quick_battle_troop_8_pl|Gamara
trp_quick_battle_troop_9|Aethrod
trp_quick_battle_troop_9_pl|Aethrod
trp_quick_battle_troop_10|Zaira
trp_quick_battle_troop_10_pl|Zaira
trp_quick_battle_troop_11|Argo Sendnar
trp_quick_battle_troop_11_pl|Argo Sendnar
trp_tutorial_fighter_1|Novice
trp_tutorial_fighter_1_pl|Novices
trp_tutorial_fighter_2|Novice
trp_tutorial_fighter_2_pl|Novices
trp_tutorial_fighter_3|Combattant
trp_tutorial_fighter_3_pl|Combattants
trp_tutorial_fighter_4|Vétéran
trp_tutorial_fighter_4_pl|Vétérans
trp_tutorial_archer_1|Archer
trp_tutorial_archer_1_pl|Archers
trp_tutorial_master_archer|Entraîneur au tir à l'arc
trp_tutorial_master_archer_pl|Entraîneurs au tir à l'arc
trp_tutorial_rider_1|Cavalier
trp_tutorial_rider_2|Archer monté
trp_tutorial_master_horseman|Entraîneur d'équitation
trp_tutorial_master_horseman_pl|Entraîneurs d'équitation
trp_swadian_merchant|Osbert Clerk
trp_vaegir_merchant|Fusik Shchepetov
trp_khergit_merchant|Qutlugh Borjigin
trp_nord_merchant|Sumarlidr Gould
trp_rhodok_merchant|Francesco de Medici
trp_sarranid_merchant|Yazid ibn al-Sawalha
trp_startup_merchants_end|fin des marchands du départ
trp_startup_merchants_end_pl|fin des marchands du départ
trp_sea_raider_leader|Capitaine pirate
trp_sea_raider_leader_pl|Capitaine pirate
trp_looter_leader|Voleur
trp_looter_leader_pl|Voleurs
trp_bandit_leaders_end|fin des chefs bandits
trp_bandit_leaders_end_pl|fin des chefs bandits
trp_relative_of_merchant|Employé d'Halbert
trp_relative_of_merchants_end|fin de ce qui se rapporte aux marchands
trp_relative_of_merchants_end_pl|fin de ce qui se rapporte aux marchands
; trp_dplmc_chamberlain|Haram the Seneschal
; trp_dplmc_chamberlain_pl|Haram the Seneschal
; trp_dplmc_constable|Erlos the Castellan
; trp_dplmc_constable_pl|Erlos the Castellan
; trp_dplmc_chancellor|Herfast the Chancellor
; trp_dplmc_chancellor_pl|Herfast the Chancellor
trp_dplmc_messenger|Messager
trp_dplmc_messenger_pl|Messagers
trp_dplmc_scout|Éclaireur 
trp_dplmc_scout_pl|Éclaireurs
trp_dplmc_recruiter|Recruteur
trp_dplmc_recruiter_pl|Recruteurs
trp_mystic_merchant_1|Marchand mystique
trp_mystic_merchant_1_pl|Marchand mystiques
trp_mystic_merchant_2|Marchand mystique
trp_mystic_merchant_2_pl|Marchand mystiques
trp_mystic_merchant_3|Marchand mystique
trp_mystic_merchant_3_pl|Marchand mystiques
trp_mystic_merchant_4|Marchand mystique
trp_mystic_merchant_4_pl|Marchand mystiques
trp_mystic_merchant_5|Marchand mystique
trp_mystic_merchant_5_pl|Marchand mystiques
trp_slave_swadian|Esclave Swadien
trp_slave_swadian_pl|Esclaves Swadiens
trp_slave_vaegir|Esclave Vaegir
trp_slave_vaegir_pl|Esclaves Vaegirs
trp_slave_khergit|Esclave Khergit
trp_slave_khergit_pl|Esclaves Khergits
trp_slave_nord|Esclave Nordique
trp_slave_nord_pl|Esclaves Nordiques
trp_slave_rhodok|Esclave Rhodok
trp_slave_rhodok_pl|Esclaves Rhodoks
trp_slave_sarranid|Esclave Sarranide
trp_slave_sarranid_pl|Esclaves Sarranides
trp_skill_hunter|Chasseur
trp_skill_hunter_pl|Chasseurs
; trp_skill_scout|Scout
; trp_skill_scout_pl|Scout
; trp_skill_surgeon|Barber
; trp_skill_surgeon_pl|Barber
trp_skill_monk|Frère mendiant
trp_skill_monk_pl|Frères mendiants
; trp_skill_merchant|Merchant
; trp_skill_merchant_pl|Merchant
; trp_skill_priest|Maester
; trp_skill_priest_pl|Maester
; trp_skill_bishop|Septon
; trp_skill_bishop_pl|Septon
trp_skill_end|Fin
trp_skill_end_pl|Fin
trp_sea_captain|Capitaine
trp_sea_captain_pl|Capitaine
trp_swadian_town_walker_m_poor|Citadin
trp_swadian_town_walker_m_poor_pl|Citadins
trp_swadian_town_walker_f_poor|Citadine
trp_swadian_town_walker_f_poor_pl|Citadines
trp_vaegir_town_walker_m_poor|Citadin
trp_vaegir_town_walker_m_poor_pl|Citadins
trp_vaegir_town_walker_f_poor|Citadine
trp_vaegir_town_walker_f_poor_pl|Citadines
trp_khergit_town_walker_m_poor|Citadin
trp_khergit_town_walker_m_poor_pl|Citadins
trp_khergit_town_walker_f_poor|Citadine
trp_khergit_town_walker_f_poor_pl|Citadines
trp_nord_town_walker_m_poor|Citadin
trp_nord_town_walker_m_poor_pl|Citadins
trp_nord_town_walker_f_poor|Citadine
trp_nord_town_walker_f_poor_pl|Citadines
trp_rhodok_town_walker_m_poor|Citadin
trp_rhodok_town_walker_m_poor_pl|Citadins
trp_rhodok_town_walker_f_poor|Citadine
trp_rhodok_town_walker_f_poor_pl|Citadines
trp_sarranid_town_walker_m_poor|Citadin
trp_sarranid_town_walker_m_poor_pl|Citadins
trp_sarranid_town_walker_f_poor|Citadine
trp_sarranid_town_walker_f_poor_pl|Citadines
trp_town_walker_m_poor|Citadin
trp_town_walker_m_poor_pl|Citadins
trp_town_walker_f_poor|Citadine
trp_town_walker_f_poor_pl|Citadines
trp_swadian_village_walker_m_poor|Paysan
trp_swadian_village_walker_m_poor_pl|Paysans
trp_swadian_village_walker_f_poor|Paysanne
trp_swadian_village_walker_f_poor_pl|Paysannes
trp_vaegir_village_walker_m_poor|Paysan
trp_vaegir_village_walker_m_poor_pl|Paysans
trp_vaegir_village_walker_f_poor|Paysanne
trp_vaegir_village_walker_f_poor_pl|Paysannes
trp_khergit_village_walker_m_poor|Paysan
trp_khergit_village_walker_m_poor_pl|Paysans
trp_khergit_village_walker_f_poor|Paysanne
trp_khergit_village_walker_f_poor_pl|Paysannes
trp_nord_village_walker_m_poor|Paysan
trp_nord_village_walker_m_poor_pl|Paysans
trp_nord_village_walker_f_poor|Paysanne
trp_nord_village_walker_f_poor_pl|Paysannes
trp_rhodok_village_walker_m_poor|Paysan
trp_rhodok_village_walker_m_poor_pl|Paysans
trp_rhodok_village_walker_f_poor|Paysanne
trp_rhodok_village_walker_f_poor_pl|Paysannes
trp_sarranid_village_walker_m_poor|Paysan
trp_sarranid_village_walker_m_poor_pl|Paysans
trp_sarranid_village_walker_f_poor|Paysanne
trp_sarranid_village_walker_f_poor_pl|Paysannes
trp_village_walker_m_poor|Paysan
trp_village_walker_m_poor_pl|Paysans
trp_village_walker_f_poor|Paysanne
trp_village_walker_f_poor_pl|Paysannes
trp_swadian_town_walker_m_rich|Bourgeois
trp_swadian_town_walker_m_rich_pl|Bourgeois
trp_swadian_town_walker_f_rich|Bourgeoise
trp_swadian_town_walker_f_rich_pl|Bourgeoises
trp_vaegir_town_walker_m_rich|Bourgeois
trp_vaegir_town_walker_m_rich_pl|Bourgeois
trp_vaegir_town_walker_f_rich|Bourgeoise
trp_vaegir_town_walker_f_rich_pl|Bourgeoises
trp_khergit_town_walker_m_rich|Bourgeois
trp_khergit_town_walker_m_rich_pl|Bourgeois
trp_khergit_town_walker_f_rich|Bourgeoise
trp_khergit_town_walker_f_rich_pl|Bourgeoises
trp_nord_town_walker_m_rich|Bourgeois
trp_nord_town_walker_m_rich_pl|Bourgeois
trp_nord_town_walker_f_rich|Bourgeoise
trp_nord_town_walker_f_rich_pl|Bourgeoises
trp_rhodok_town_walker_m_rich|Bourgeois
trp_rhodok_town_walker_m_rich_pl|Bourgeois
trp_rhodok_town_walker_f_rich|Bourgeoise
trp_rhodok_town_walker_f_rich_pl|Bourgeoises
trp_sarranid_town_walker_m_rich|Bourgeois
trp_sarranid_town_walker_m_rich_pl|Bourgeois
trp_sarranid_town_walker_f_rich|Bourgeoise
trp_sarranid_town_walker_f_rich_pl|Bourgeoises
trp_town_walker_m_rich|Bourgeois
trp_town_walker_m_rich_pl|Bourgeois
trp_town_walker_f_rich|Bourgeoise
trp_town_walker_f_rich_pl|Bourgeoises
trp_swadian_village_walker_m_rich|Villageois
trp_swadian_village_walker_m_rich_pl|Villageois
trp_swadian_village_walker_f_rich|Villageoise
trp_swadian_village_walker_f_rich_pl|Villageoises
trp_vaegir_village_walker_m_rich|Villageois
trp_vaegir_village_walker_m_rich_pl|Villageois
trp_vaegir_village_walker_f_rich|Villageoise
trp_vaegir_village_walker_f_rich_pl|Villageoises
trp_khergit_village_walker_m_rich|Villageois
trp_khergit_village_walker_m_rich_pl|Villageois
trp_khergit_village_walker_f_rich|Villageoise
trp_khergit_village_walker_f_rich_pl|Villageoises
trp_nord_village_walker_m_rich|Villageois
trp_nord_village_walker_m_rich_pl|Villageois
trp_nord_village_walker_f_rich|Villageoise
trp_nord_village_walker_f_rich_pl|Villageoises
trp_rhodok_village_walker_m_rich|Villageois
trp_rhodok_village_walker_m_rich_pl|Villageois
trp_rhodok_village_walker_f_rich|Villageoise
trp_rhodok_village_walker_f_rich_pl|Villageoises
trp_sarranid_village_walker_m_rich|Villageois
trp_sarranid_village_walker_m_rich_pl|Villageois
trp_sarranid_village_walker_f_rich|Villageoise
