str_no_string|NO STRING!
str_imod_ragged|Logoro
str_imod_rough|Rozzo
str_imod_sturdy|Robusto
str_imod_thick|Spesso
str_imod_hardened|Indurito
str_imod_reinforced|Rinforzato
str_imod_superb|Superbo
str_imod_lordly|Signorile
str_imod_lame|Azzoppato
str_imod_swaybacked|Sfiancato
str_imod_stubborn|Testardo
str_imod_timid|Timodo
str_imod_meek|Mite
str_imod_spirited|Vigoroso
str_imod_champion|Campione
str_imod_fresh|Fresco
str_imod_day_old|Vecchio di un giorno
str_imod_two_day_old|Vecchio di due giorni
str_imod_smelling|Odoroso
str_imod_rotten|Marcio
str_imod_large_bag|Grande Borsa
str_key_0|0
str_key_1|1
str_key_2|2
str_key_3|3
str_key_4|4
str_key_5|5
str_key_6|6
str_key_7|7
str_key_8|8
str_key_9|9
str_key_a|A
str_key_b|B
str_key_c|C
str_key_d|D
str_key_e|E
str_key_f|F
str_key_g|G
str_key_h|H
str_key_i|Io
str_key_j|J
str_key_k|K
str_key_l|L
str_key_m|M
str_key_n|N
str_key_o|O
str_key_p|P
str_key_q|Q
str_key_r|R
str_key_s|S
str_key_t|T
str_key_u|U
str_key_v|V
str_key_w|W
str_key_x|X
str_key_y|Y
str_key_z|Z
str_key_numpad_0|Numpad 0
str_key_numpad_1|Numpad 1
str_key_numpad_2|Numpad 2
str_key_numpad_3|Numpad 3
str_key_numpad_4|Numpad 4
str_key_numpad_5|Numpad 5
str_key_numpad_6|Numpad 6
str_key_numpad_7|Numpad 7
str_key_numpad_8|Numpad 8
str_key_numpad_9|Numpad 9
str_key_num_lock|Num lock
str_key_numpad_slash|Numpad /
str_key_numpad_multiply|Numpad *
str_key_numpad_minus|Numpad -
str_key_numpad_plus|Numpad +
str_key_numpad_enter|Numpad invio
str_key_numpad_period|Numpad period
str_key_insert|Ins
str_key_delete|Canc
str_key_home|Home
str_key_end|Fine
str_key_page_up|Pag su
str_key_page_down|Pag giù
str_key_up|Freccia su
str_key_down|Freccia giù
str_key_left| Freccia sx
str_key_right|Freccia dx
str_key_f1|F1
str_key_f2|F2
str_key_f3|F3
str_key_f4|F4
str_key_f5|F5
str_key_f6|F6
str_key_f7|F7
str_key_f8|F8
str_key_f9|F9
str_key_f10|F10
str_key_f11|F11
str_key_f12|F12
str_key_space|Barra spaziatrice
str_key_escape|Esc
str_key_enter|Invio
str_key_tab|Tab
str_key_back_space|Back space
str_key_open_braces|Aperta quadra [
str_key_close_braces|Chiusa quadra ]
str_key_comma|Virgola ,
; str_key_period|Period
str_key_slash|Slash /
str_key_back_slash|Back slash \\
str_key_equals|Uguale =
str_key_minus|Meno -
str_key_semicolon|Punto e virgola ;
str_key_apostrophe|Apostrofo '
; str_key_tilde|Tilde
str_key_caps_lock|Blocco maiusc
str_key_left_shift|Maiusc sx
str_key_right_shift|Maiusc dx
str_key_left_control|Ctrl sx
str_key_right_control|Ctrl dx
str_key_left_alt|Alt sx
str_key_right_alt|Alt Gr dx
; str_bandit_name_10|Ser Cortnay Penrose
; str_bandit_name_11|Manfred Lonmouth
; str_bandit_name_12|Black Jack Cobbler
; str_bandit_name_13|Alyn of the Kingswood
; str_bandit_name_14|Rhys of Dorne
; str_bandit_name_15|Long Jon
; str_bandit_name_16|Bennard of Grey Gallows
; str_bandit_name_17|Hessifer the Tall
; str_bandit_name_18|Roger of the Marches
; str_bandit_name_19|Ser Eustace of Shady Glen
; str_bandit_name_20|Gormond Greybeard
str_bandit_name_21|Black Fisher
; str_bandit_name_22|Volmor of Thenn
str_bandit_name_23|Gurgler
str_bandit_name_24|Raymund Twice-Slain
str_bandit_name_25|Matgor Two-Nose
; str_bandit_name_26|Oleg Widowmaker
; str_bandit_name_27|Gelmar Longdagger
str_bandit_name_28|Varlam Raper
str_bandit_name_29|Jorly Bone-Crusher
; str_bandit_name_30|Khal Roggo
str_bandit_name_31|Khal Megaro
; str_bandit_name_32|Khal Temmo
; str_bandit_name_33|Khal Rokhoro
; str_bandit_name_34|Khal Loggo
; str_bandit_name_35|Khal Naggo
str_bandit_name_36|Ko Boggo
str_bandit_name_37|Ko Jhoqo
str_bandit_name_38|Ko Tommo
str_bandit_name_39|Ko Okhoro
str_bandit_name_40|Pirata Fancy
str_bandit_name_41|lL Principe delle Acque
; str_bandit_name_42|The Blind Bastard
; str_bandit_name_43|Noho Alaytus
; str_bandit_name_44|Jalabhar of Omboru
; str_bandit_name_45|Olyvar Waters
; str_bandit_name_46|Horonno the Drunkard
str_bandit_name_47|Jabbar
str_bandit_name_48|Nolano Qalganos
str_bandit_name_49|Lazy Sailor
; str_bandit_name_50|Shaggo
; str_bandit_name_51|Dryn
; str_bandit_name_52|Chief Gelmar
; str_bandit_name_53|Chief Volmer
; str_bandit_name_54|Chief Jorlar
str_bandit_name_55|Gormon
; str_bandit_name_56|The Raper
; str_bandit_name_57|The Laughing Loon
; str_bandit_name_58|The Grey Axeman
; str_bandit_name_59|Elbar Five-Feet
; str_bandit_name_60|Mors Sand
; str_bandit_name_61|Olyvar Sand
; str_bandit_name_62|Aron of the Red Mountains
; str_bandit_name_63|Rhys of Ghaston Grey
; str_bandit_name_64|Anders of Vaith
; str_bandit_name_65|Theodan Fire-Breather
str_bandit_name_66|Elwood Sand
str_bandit_name_67|Demone Mangia-Scorpioni
str_bandit_name_68|Il Mangiatore di Uva
str_bandit_name_69|Il ballerino Mud
str_faction_king_female_title_1|Regina {s0}
str_faction_king_female_title_2|Velikiy Knyaginya {s0}
str_faction_king_female_title_3|{s0} Khatun
str_faction_king_female_title_4|Dronning {s0}
str_faction_king_female_title_5|Dogaressa {s0}
str_faction_king_female_title_6|Sultana {s0}
str_dplmc_gather_information|raccogliere informazioni
str_dplmc_conclude_non_agression|Concludere un patto di non-aggressione
str_dplmc_nearly_no|quasi nessuna
str_dplmc_less_than_one_hundred|meno di cento
str_dplmc_more_than_one_hundred|più di cento
str_dplmc_more_than_two_hundred|più di duecento
str_dplmc_more_than_five_hundred|più di cinquecento
str_dplmc_bring_gift|porta il dono
str_dplmc_exchange_prisoner|scambiare {s10} per {s11}
str_dplmc_has_been_set_free|{s7} è stato liberato.
str_dplmc_tax_very_low|molto basso
str_dplmc_tax_low|basso
str_dplmc_tax_normal|normale
str_dplmc_tax_high|alto
str_dplmc_tax_very_high|molto alto
str_dplmc_place_is_occupied_by_insurgents|Il posto è tenuto dai ribelli.
str_dplmc_relation_mnus_100_ns|{reg4?Lei:Lui} sembra essere vendicativo verso {s59}.
str_dplmc_relation_mnus_90_ns|{reg4?Lei:Lui} sembra essere vendicativo verso {s59}.
str_dplmc_relation_mnus_80_ns|{reg4?Lei:Lui} sembra essere vendicativo verso {s59}.
str_dplmc_relation_mnus_70_ns|{reg4?Lei:Lui} sembra odioso verso {s59}.
str_dplmc_relation_mnus_60_ns|{reg4?Lei:Lui} sembra odioso verso {s59}.
str_dplmc_relation_mnus_50_ns|{reg4?Lei:Lui} sembra odioso verso {s59}.
str_dplmc_relation_mnus_40_ns|{reg4?Lei:Lui} sembra arrabbiato con {s59}.
str_dplmc_relation_mnus_30_ns|{reg4?Lei:Lui} sembra risentito con {s59}.
str_dplmc_relation_mnus_20_ns|{reg4?Lei:Lui} sembra intollerante contro {s59}.
str_dplmc_relation_mnus_10_ns|{reg4?Lei:Lui} sembra sospettoso verso {s59}.
str_dplmc_relation_plus_0_ns|{reg4?Lei:Lui} sembra indifferente verso {s59}.
str_dplmc_relation_plus_10_ns|{reg4?Lei:Lui} sembra cooperativo con {s59}.
str_dplmc_relation_plus_20_ns|{reg4?Lei:Lui} sembra amichevole con {s59}.
str_dplmc_relation_plus_30_ns|{reg4?Lei:Lui} sembra favorevole a {s59}.
str_dplmc_relation_plus_40_ns|{reg4?Lei:Lui} sembra supportare {s59}.
str_dplmc_relation_plus_50_ns|{reg4?Lei:Lui} sembra essere amichevole per {s59}.
str_dplmc_relation_plus_60_ns|{reg4?Lei:Lui} sembra essere grato a {s59}.
str_dplmc_relation_plus_70_ns|{reg4?Lei:Lui} sembra fedele a {s59}.
str_dplmc_relation_plus_80_ns|{reg4?Lei:Lui} sembra leale a {s59}.
str_dplmc_relation_plus_90_ns|{reg4?Lei:Lui} sembra devoto a {s59}.
; str_dplmc_s39_rival| {reg4?She:He} scents rivals in {s39}
str_dplmc_s41_s39_rival|{s41}, {s39}
; str_dplmc_s40_love_interest_s39|{s40}. Aside from that {reg4?her:his} love interest is {s39}.
; str_dplmc_s40_betrothed_s39|{s40}. Aside from that {reg4?she:he} is betrothed to {s39}.
str_dplmc_reputation_martial|Gira voce che {s46} sia una persona marziale.
str_dplmc_reputation_debauched|Gira voce che {s46} sia una persona dissoluta.
str_dplmc_reputation_pitiless|Gira voce che {s46} sia una persona spietata.
str_dplmc_reputation_calculating|Gira voce che {s46} sia un calcolatore.
str_dplmc_reputation_quarrelsome|Gira voce che {s46} sia una persona litigiosa.
str_dplmc_reputation_goodnatured|Gira voce che {s46} sia una persona equilibrata.
str_dplmc_reputation_upstanding|Gira voce che {s46} sia una persona onesta.
str_dplmc_reputation_conventional|Gira voce che {s46} sia una persona convenzionale.
str_dplmc_reputation_adventurous|Gira voce che {s46} sia una persona avventurosa.
str_dplmc_reputation_romantic|Gira voce che {s46} sia una persona romantica.
str_dplmc_reputation_moralist|Gira voce che {s46} sia una persona moralista.
str_dplmc_reputation_ambitious|Gira voce che {s46} sia una persona ambiziosa.
; str_dplmc_reputation_unknown|{s46}'s motivations are a closed book.
; str_dplmc_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* {s5} has formed an alliance with {s14}.{s18} It will degrade into a defensive pact in {reg1} days.
; str_dplmc_s21__the_s5_is_bound_by_defensive_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* {s5} has agreed to a defensive pact with {s14}.{s18} It will degrade into a trade agreement in {reg1} days.
; str_dplmc_s21__the_s5_is_bound_by_trade_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* {s5} has agreed to a trade agreement with {s14}.{s18} It will degrade into a non-aggression pact in {reg1} days.
str_dplmc_small|piccolo
str_dplmc_medium|medio
str_dplmc_big|grande
str_dplmc_elite|elite
str_dplmc_very_decentralized|molto decentralizzata
str_dplmc_quite_decentralized|abbastanza decentralizzata
str_dplmc_little_decentralized|leggermente decentralizzata
str_dplmc_neither_centralize_nor_decentralized|equilibrata
str_dplmc_little_centralized|leggermente centralizzata
str_dplmc_quite_centralized|abbastanza centralizzata
str_dplmc_very_centralized|molto centralizzata
str_dplmc_very_plutocratic|Molto plutocratica
str_dplmc_quite_plutocratic|abbsatanza plutocratica
str_dplmc_little_plutocratic|leggermente plutocratica
str_dplmc_neither_aristocratic_nor_plutocratic|equilibrata
str_dplmc_little_aristocratic|leggermente aristocratica
str_dplmc_quite_aristocratic|abbastanza aristocratica
str_dplmc_very_aristocratic|molto aristocratica
str_dplmc_all_free|Quasi tutti sono uomini liberi
str_dplmc_mostly_free|in molti sono uomini liberi
str_dplmc_usually_free|solitamente sono uomini liberi
str_dplmc_mixture_serfs|equilibrati
str_dplmc_usually_serfs|solitamente servi
str_dplmc_mostly_serfs|in molti sono servi
str_dplmc_all_serfs|Quasi tutti sono servi
str_dplmc_very_quantity|un vasto numero di soldati
str_dplmc_great_quantity|molti soldati
str_dplmc_good_quantity|alcuni soldati
str_dplmc_mediocre_quality|equilibrati
str_dplmc_good_quality|buona qualità
str_dplmc_great_quality|grande qualità
str_dplmc_very_quality|qualità molto alta
; str_dplmc_s21_the_s8_declared_war_to_fulfil_pact|{s21}. The {s8} declared war to fulfil a pact
; str_dplmc_very_laissez_faire|very laissez-faire
; str_dplmc_quite_laissez_faire|quite laissez-faire
; str_dplmc_little_laissez_faire|a little laissez-faire
; str_dplmc_neither_mercantilist_nor_laissez_faire|neither particularly mercantilist nor entirely laissez-faire
; str_dplmc_little_mercantilist|a little mercantilist
; str_dplmc_quite_mercantilist|quite mercantilist
; str_dplmc_very_mercantilist|very mercantilist
; str_dplmc_how_will_your_male_vassals_be_known|How will your male vassals be known?
; str_dplmc_how_will_your_female_vassals_be_known|How will your female vassals be known?
; str_dplmc_s40_married_s39|{s40}. Aside from that {reg4?she:he} is married to {s39}.
str_dplmc_fief_exchange_ask_interest|Saresti interessato a scambiare i feudi?
str_dplmc_fief_exchange_not_interested|No, non mi interessato a questo.
; str_dplmc_fief_exchange_listen|This is somewhat unusual but not unprecendented.  I will listen.  Which fief of mine did you have in mind?
; str_dplmc_fief_exchange_listen_player_approval|This is somewhat unusual, but since you're the {king/queen} there is no one to object.  Which fief of mine did you have in mind?
; str_dplmc_fief_exchange_listen_s10_approval|This is somewhat unusual, but unless {s10} objects there is no reason we could not.  Which fief of mine did you have in mind?
str_dplmc_fief_exchange_listen_2|Quale feudo offri in cambio?
str_dplmc_fief_exchange_refuse_home|Non ho alcuna intenzione di rinunciare a {s14}.
str_dplmc_fief_exchange_refuse_town|Non voglio scambiare una città per un castello o villaggio.
str_dplmc_fief_exchange_refuse_castle|Non voglio scambiare un castello per un semplice villaggio.
str_dplmc_fief_exchange_refuse_rich|Non voglio scambiare un ricco feudo per uno più povero.
str_dplmc_fief_exchange_refuse_s14_attack|Parlare di ciò più tardi, quando {S14} non srà più sotto attacco.
str_dplmc_fief_exchange_accept|Questo scambio è accettabile per me.
str_dplmc_fief_exchange_accept_reg3_denars|Questo scambio è accettabile per me, se siete disposti a fornire {reg3} monete per coprire le mie spese del trasferimento.
; str_dplmc_fief_exchange_confirm|It is settled then.
; str_dplmc_fief_exchange_confirm_reg3_denars|It is settled then.  Here are your {reg3} coins.
str_dplmc_your_s11_s10|Il tuo {s11}, {s10}
; str_dplmc_reg6my_reg7spouse|{reg6?M:m}y {reg7?love:{husband/wife}}
str_dplmc_refuse_support_s43_named_s4|Sostenere un {s43} come {s4}?  Non credo.
; str_dplmc_comment_you_enfiefed_a_commoner_supportive|I understand that you have given {s51} to {s54}.  Others may find this controversial, but I believe that {s54} will be an able governor, and that {reg4?she:he} will not let you down.
str_dplmc_sirmadame|mi{o signore/a signora}
str_dplmc_sirmadam|mi{o signore/a signora}
str_dplmc_my_lordlady|mi{o signore/a signora}
str_dplmc_your_highness|vostra altezza
str_dplmc_grandfather|nonno
str_dplmc_grandmother|nonna
str_dplmc_grandson|nipote
str_dplmc_granddaughter|nipote
